Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
subvenciones eficiencia energética castilla y león 2021,140,14,0.75,0.35,77000,Informational,"Reviews, Image pack","0.43,0.35,0.82,0.82,0.43,0.17,0.10,0.12,0.07,0.05,0.05,0.05"
tecnicas de conduccion eficientes,140,19,0.25,0.01,14200000,Informational,"Featured snippet, FAQ, People also ask, Image pack, Video carousel","0.65,1.00,0.65,0.65,0.42,0.65,0.65,0.65,0.42,0.00,0.00,0.00"
televisor eficiencia energética a,140,15,0.15,1.00,1010000,Commercial,"Reviews, Site links, Video, Image, People also ask, Image pack","0.21,0.43,0.53,1.00,0.43,0.53,0.34,0.43,0.34,0.34,0.43,0.09"
televisores eficiencia energética a,140,15,0.15,1.00,759000,Commercial,"Reviews, Site links, Video, Image, People also ask, Image pack","0.21,0.43,0.53,1.00,0.43,0.53,0.34,0.43,0.34,0.34,0.43,0.34"
trabajar eficientemente,140,25,0.00,0.02,98300000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.01,0.11,0.11,0.52,0.02,0.03,0.01,0.01,0.07,0.01,0.00,0.00"
valor de eficiencia de consumo,140,36,0.33,0.07,26200000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack","1.00,0.16,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01"
valor eficiencia consumo kwh m2/año,140,20,0.34,0.08,136000,Informational,"Featured snippet, Reviews, People also ask, Image pack","0.66,0.82,1.00,0.53,0.05,0.05,0.17,0.05,0.05,0.05,0.10,0.05"
aire acondicionado eficiente,110,25,0.19,1.00,7390000,Informational,"Reviews, Image, People also ask, Video carousel","0.29,0.14,0.10,0.14,0.14,0.14,0.14,0.18,0.18,0.35,0.54,1.00"
caldera eficiente,110,23,1.13,0.92,9840000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask","0.04,0.23,0.04,1.00,0.04,0.09,0.04,0.04,0.02,0.00,0.02,0.00"
calefactor eficiente,110,28,0.13,1.00,438000,Commercial,"Reviews, FAQ, Video, Image, People also ask, Video carousel","0.04,0.14,0.35,1.00,0.35,0.43,0.14,0.14,0.04,0.04,0.04,0.06"
calefactor mas eficiente,110,26,0.13,1.00,139000,Commercial,"Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.04,0.14,0.35,1.00,0.35,0.43,0.14,0.14,0.06,0.00,0.00,0.06"
certificado de eficiencia energetica canarias,110,15,0.32,0.14,24600,"Informational, Transactional","Reviews, FAQ, People also ask, Image pack","1.00,0.28,0.18,0.11,0.11,0.11,0.11,0.11,0.03,0.05,0.08,0.03"
certificado de eficiencia energetica cataluña,110,18,0.65,0.43,633000,Transactional,"Reviews, People also ask, Image pack","0.12,0.12,0.12,0.12,0.65,1.00,1.00,0.12,0.06,0.06,0.09,0.06"
certificado de eficiencia energética es obligatorio,110,29,0.39,0.38,605000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack","0.08,0.08,0.08,0.18,0.08,0.66,1.00,0.08,0.14,0.22,0.14,0.04"
certificado eficiencia energetica extremadura,110,9,0.73,0.10,168000,"Informational, Transactional","Reviews, People also ask, Image pack","0.03,0.03,0.14,0.02,0.02,0.03,0.03,1.00,0.02,0.03,0.00,0.00"
certificado eficiencia energetica murcia,110,9,0.76,0.50,40900,"Informational, Transactional","Reviews, FAQ, People also ask, Image pack, Knowledge panel","0.12,1.00,0.12,0.12,0.12,0.12,0.66,0.12,0.35,0.12,0.07,0.07"
certificado eficiencia energetica navarra,110,28,0.68,0.31,27600,"Informational, Transactional","Reviews, FAQ, People also ask, Image pack","0.17,0.17,0.17,1.00,0.28,0.17,0.82,0.17,0.10,0.05,0.07,0.05"
clase de eficiencia energetica a,110,27,0.17,0.23,7250000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack","0.52,0.82,0.64,1.00,0.52,0.82,0.52,0.64,0.52,0.64,0.52,0.00"
cual es la calefaccion mas eficiente,110,30,0.41,0.61,155000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.06,0.15,0.15,1.00,0.06,0.35,0.06,0.06,0.03,0.03,0.03,0.03"
cuanto cuesta un certificado de eficiencia energetica,110,23,0.37,0.49,354000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack","0.41,0.52,0.64,1.00,0.41,0.64,0.64,0.64,0.82,0.82,0.64,0.64"
curso eficiencia energetica,110,19,1.21,0.72,352000,Informational,"Reviews, Site links, Video carousel","0.64,1.00,1.00,1.00,0.78,1.00,1.00,1.00,0.78,0.78,0.78,0.78"
deduccion eficiencia energetica,110,25,0.38,0.01,4160,Informational,"Reviews, Site links, Image pack","0.00,0.00,0.10,0.05,0.00,0.05,0.07,0.35,0.82,1.00,0.82,0.12"
deduccion por eficiencia energetica,110,25,0.00,0.02,4490,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.11,1.00,0.52,0.82,0.11"
define eficiencia,110,48,0.00,0.00,44900000,Informational,"Site links, FAQ, Video, People also ask, Knowledge panel","0.29,0.82,1.00,0.82,0.82,0.82,0.64,1.00,0.64,0.82,0.82,0.41"
diferencia entre eficacia efectividad y eficiencia,110,28,0.00,0.00,32300000,Informational,"Featured snippet, Reviews, Video, People also ask","0.06,0.02,1.00,0.19,0.02,0.23,0.02,0.19,0.02,0.15,0.02,0.02"
diferencia entre eficiencia eficacia y efectividad,110,28,0.00,0.00,16200000,Informational,"Featured snippet, Site links, Video, People also ask","0.02,0.10,0.35,1.00,0.18,0.29,0.02,0.29,0.04,0.22,0.04,0.04"
diferencia entre eficiencia y eficacia ejemplos,110,28,0.00,0.00,18800000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.03,0.34,0.53,0.34,0.43,0.65,1.00,0.43,0.28,0.34,0.21,0.21"
eficiencia economia,110,38,0.00,0.00,15600000,Informational,"Featured snippet, Site links, People also ask, Video carousel, Knowledge panel","0.06,0.34,0.65,1.00,0.53,0.43,0.34,0.28,0.15,0.28,0.28,0.00"
eficiencia energetica a,110,52,0.28,0.23,5970000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.78,0.78,0.78,1.00,0.78,0.78,0.64,0.78,0.64,0.78,1.00,0.78"
eficiencia energetica a+,110,39,0.17,0.41,178000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Image pack","0.33,0.42,0.33,0.52,0.23,0.42,0.33,1.00,1.00,1.00,1.00,1.00"
eficiencia energetica etiqueta,110,41,0.30,0.07,5540000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.52,0.52,0.64,0.82,0.52,0.52,0.52,1.00,0.05,0.64,0.64,0.41"
eficiencia energetica frigorifico,110,28,0.20,1.00,106000,"Informational, Commercial","Reviews, Image, People also ask, Image pack","1.00,1.00,0.78,1.00,0.50,0.64,0.50,0.78,0.64,0.64,1.00,1.00"
eficiencia energetica televisores,110,20,0.15,1.00,128000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask, Image pack","0.42,0.53,0.42,1.00,0.42,0.42,0.34,0.34,0.26,0.26,0.26,0.26"
eficiencia que es,110,45,0.00,0.00,189000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.23,0.64,1.00,1.00,0.64,0.64,0.52,0.64,0.82,0.82,0.64,0.29"
electrodomesticos eficientes,110,20,0.16,0.82,145000,Informational,"Reviews, Image, People also ask, Image pack","0.42,0.52,0.52,0.66,0.66,0.52,0.66,1.00,0.42,0.66,0.66,0.33"
emisor ceramico alta eficiencia,110,15,0.00,0.00,91,Commercial,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.09,0.02,0.36,1.00,0.05,0.02,0.02,0.02,0.02,0.02,0.00,0.02"
escala eficiencia energetica,110,36,0.42,0.10,310000,Informational,"Reviews, FAQ, People also ask, Image pack","0.78,0.78,0.78,1.00,0.64,0.78,0.64,0.78,0.50,0.64,0.78,0.78"
estufas eficientes,110,21,0.00,1.00,410000,"Informational, Commercial","Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.10,0.14,0.35,1.00,0.43,0.43,0.10,0.14,0.08,0.04,0.04,0.08"
estufas más eficientes,110,25,0.00,1.00,434000,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.10,0.17,0.43,1.00,0.53,0.53,0.10,0.12,0.05,0.02,0.00,0.02"
etiquetas eficiencia energetica,110,42,0.30,0.07,6660000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.41,0.52,0.64,0.82,0.41,0.52,0.52,1.00,0.52,0.64,0.64,0.41"
etiquetas eficiencia energética,110,42,0.30,0.07,2810000,Informational,"Reviews, FAQ, Image, People also ask, Image pack, Video carousel","0.12,0.17,0.23,0.28,0.12,0.17,0.17,0.28,0.17,0.12,1.00,0.05"
frigorificos eficiencia energetica a,110,22,0.29,1.00,34500,"Informational, Commercial","Reviews, Site links, Image, People also ask, Image pack","0.66,0.52,0.52,0.52,0.33,0.52,0.42,0.66,0.52,0.52,0.66,1.00"
frigorificos eficientes,110,25,0.31,1.00,48700,Commercial,"Reviews, Site links, Video, Image, People also ask","0.01,0.01,0.01,0.01,1.00,0.35,0.01,0.28,0.23,0.18,0.18,0.23"
frigorificos mas eficientes,110,22,0.32,1.00,29600,Commercial,"Reviews, Site links, Image, People also ask, Image pack","0.82,0.82,0.64,0.64,0.41,0.64,0.52,0.82,0.41,0.52,0.41,0.64"
las placas solares mas eficientes,110,24,0.80,1.00,5130000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.12,1.00,0.43,1.00,1.00,0.28,0.12,0.12,0.12,0.06,0.09,0.09"
lavavajillas eficientes,110,29,0.21,1.00,239000,Informational,"Reviews, FAQ, Image, People also ask, Image pack","0.52,0.82,0.64,0.82,0.52,0.82,0.64,1.00,0.64,0.52,0.64,0.64"
master en eficiencia energetica y energias renovables,110,29,5.71,0.81,634000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Video carousel","0.03,1.00,0.05,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.00"
minecraft eficiencia,110,14,0.00,0.00,225000,Informational,"Reviews, Video, People also ask, Video carousel","0.65,0.81,0.21,0.06,1.00,0.12,0.28,0.06,0.06,0.06,0.06,0.06"
my home eficiente,110,27,0.00,0.01,10300000,"Informational, Transactional","Reviews, Video, Knowledge panel","0.15,1.00,0.10,0.05,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02"
normativa eficiencia energetica,110,24,0.37,0.05,293000,Informational,"Site links, People also ask, Image pack","0.01,0.01,0.01,1.00,0.01,0.01,0.05,0.15,0.02,0.12,0.15,0.04"
paneles solares mas eficientes,110,25,0.83,0.96,200000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel","0.64,0.52,0.64,0.82,0.52,0.52,0.52,1.00,0.82,0.64,0.52,0.52"
perdida irrecuperable de eficiencia,110,30,0.00,0.00,34400,Informational,"Featured snippet, Reviews, Video, People also ask, Knowledge panel","0.04,0.09,0.52,0.80,0.52,1.00,0.33,0.52,0.42,0.52,0.66,0.14"
placas solares mas eficientes,110,25,0.92,1.00,226000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.52,0.52,0.64,0.64,0.64,0.82,0.52,1.00,0.64,0.52,0.52,0.64"
principio de eficiencia,110,23,0.00,0.00,35300000,Informational,"Featured snippet, Video, People also ask, Image pack","0.03,0.03,1.00,0.44,0.11,0.03,0.06,0.03,0.03,0.35,0.03,0.03"
que es ser eficiente,110,34,0.00,0.00,337000000,Informational,"Featured snippet, Reviews, FAQ, Video","0.15,0.05,0.54,1.00,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.05"
ratio de eficiencia,110,27,0.00,0.00,8870000,Informational,"Featured snippet, Reviews, People also ask, Image pack, Video carousel","0.23,0.52,0.66,0.52,0.52,0.52,0.52,0.52,0.80,1.00,0.52,0.33"
registro de certificado de eficiencia energetica,110,40,0.58,0.03,173000,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.33,0.42,0.52,0.66,0.42,0.42,0.52,0.52,1.00,0.66,0.33,0.23"
registro del certificado de eficiencia energética madrid,110,24,0.00,0.00,789000,Informational,"Reviews, FAQ, People also ask, Image pack","0.07,0.07,1.00,1.00,0.80,1.00,0.07,0.07,0.07,0.07,0.07,0.07"
significado de eficiente,110,48,0.00,0.00,142000000,Informational,"Reviews, Site links, Video, People also ask","0.23,0.52,0.66,0.66,0.42,0.52,0.52,0.52,0.33,1.00,0.42,0.23"
significado eficiente,110,47,0.00,0.00,108000000,Informational,"Reviews, FAQ, Video, People also ask","0.41,0.64,0.82,0.64,0.41,0.52,0.52,0.64,0.52,1.00,1.00,0.64"
subvencion eficiencia energetica,110,45,0.71,0.24,2090000,Informational,"Site links, People also ask, Video carousel","0.50,0.50,0.78,0.64,0.50,0.78,0.78,1.00,1.00,1.00,1.00,0.78"
subvencion eficiencia energetica extremadura,110,22,0.00,0.07,228000,Informational,"Featured snippet, Image pack","0.14,0.29,0.04,0.66,0.04,1.00,0.04,0.04,0.08,0.04,0.04,0.04"
subvención eficiencia energética galicia,110,11,0.50,0.17,312000,Informational,"Site links, Image pack","0.01,0.03,0.01,0.08,0.06,1.00,0.44,0.23,0.23,0.18,0.08,0.05"
tabla de eficiencia energetica,110,38,0.30,0.20,5030000,"Informational, Commercial","Reviews, FAQ, Video, Image, People also ask, Image pack","0.00,1.00,0.35,0.53,0.05,0.66,0.00,0.35,0.17,0.17,0.17,0.17"
tabla eficiencia energetica,110,40,0.34,0.04,4270000,"Informational, Commercial","Reviews, FAQ, Image, People also ask, Image pack","0.52,0.66,0.66,1.00,0.52,0.66,0.42,0.66,0.42,0.52,0.52,0.52"
televisor eficiencia energética,110,17,0.15,1.00,1150000,Commercial,"Reviews, Site links, Video, Image, People also ask, Image pack","0.42,0.53,0.42,1.00,0.42,0.42,0.34,0.34,0.26,0.26,0.19,0.00"
termo electrico eficiencia energetica a,110,13,0.15,1.00,97300,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask","1.00,0.34,1.00,0.34,0.34,0.65,1.00,0.34,0.15,0.07,0.07,0.11"
valor eficiencia consumo,110,41,0.27,0.09,26500000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack","0.66,0.66,0.52,0.52,0.33,0.52,0.33,0.33,0.14,0.33,0.33,0.42"
