Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
como funciona la aerotermia en una casa,140,37,0.19,0.69,1980000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.28,0.35,0.66,1.00,0.43,0.28,0.28,0.23,0.23,0.23,0.35,0.35"
consumo de aerotermia,140,14,0.34,0.66,622000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","1.00,0.66,1.00,0.66,1.00,0.33,0.66,0.33,0.19,0.14,0.14,0.23"
cop aerotermia,140,18,0.38,0.30,49500,Informational,"Reviews, FAQ, Video, Image, People also ask, Image pack","0.33,0.52,0.52,1.00,0.80,0.66,0.80,1.00,0.66,0.52,0.52,0.66"
coste aerotermia,140,25,0.53,1.00,135000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.42,0.42,0.65,0.80,0.65,0.65,0.65,1.00,0.65,0.53,0.42,0.65"
cuanto cuesta aerotermia,140,21,0.39,0.99,116000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.33,0.33,0.52,1.00,0.66,0.80,0.80,1.00,0.80,0.52,0.52,0.80"
curso aerotermia gratis,140,13,0.29,0.68,89,Informational,"Reviews, Site links, Video carousel","0.81,0.43,0.21,0.21,0.65,0.43,0.81,0.21,0.15,0.15,0.12,0.15"
en que consiste la aerotermia,140,42,0.20,0.57,58100,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.26,0.34,0.53,1.00,0.53,0.80,0.80,1.00,0.53,0.42,0.42,0.65"
energia aerotermia,140,44,0.34,0.82,209000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.42,0.42,0.66,0.80,0.66,0.52,0.52,0.80,1.00,0.52,0.66,0.66"
esquema aerotermia daikin,140,17,0.00,1.00,71,"Informational, Transactional","Reviews, Video, Image, Image pack","0.42,0.42,0.66,0.80,0.66,1.00,0.66,1.00,0.80,0.66,0.52,0.52"
esquema instalacion aerotermia vivienda unifamiliar,140,19,0.00,1.00,8370,Informational,"Reviews, Video, Image, People also ask, Image pack, Video carousel","0.00,0.02,0.10,0.43,0.35,0.35,1.00,0.29,0.43,0.43,0.43,0.54"
fan coils aerotermia,140,14,0.39,1.00,27600,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.64,0.64,0.82,1.00,0.64,0.82,0.64,1.00,1.00,0.82,0.41,0.52"
hitachi aerotermia,140,15,0.55,0.69,68,"Informational, Transactional","Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.41,0.64,0.52,1.00,0.82,1.00,0.82,1.00,0.64,0.64,0.82,0.82"
instalaciones aerotermia,140,27,0.84,1.00,840000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.33,0.52,0.66,0.80,0.66,0.66,0.52,0.66,0.66,0.80,0.80,1.00"
instaladores aerotermia,140,19,0.84,1.00,132000,Commercial,"Local pack, Reviews, Site links, Image, People also ask, Video carousel","0.21,0.34,0.53,0.65,0.53,0.53,0.43,0.53,0.53,0.43,0.53,1.00"
instalar aerotermia en un piso,140,12,0.48,1.00,78100,Informational,"Reviews, Video, People also ask, Image pack, Video carousel","0.42,0.33,0.66,1.00,0.52,0.80,0.80,1.00,0.52,0.42,0.66,0.80"
mantenimiento aerotermia,140,9,0.92,0.63,1240000,Informational,"Reviews, Video, People also ask, Image pack, Adwords bottom","0.41,0.64,0.64,1.00,0.64,1.00,0.82,0.82,0.64,0.82,0.82,1.00"
mejor tarifa luz para aerotermia,140,21,0.76,0.71,27800,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.54,1.00,0.22,0.10,0.81,0.10,0.10,0.10,0.04,0.04,0.04,0.06"
mejores aerotermias 2021,140,11,0.30,0.58,190000,"Informational, Commercial","Reviews, Site links, Video, Image pack","0.42,0.53,0.80,1.00,0.65,0.65,0.42,0.42,0.19,0.00,0.00,0.00"
potencia aerotermia para 100 metros cuadrados,140,16,0.45,0.50,12000,Informational,"Reviews, Site links, People also ask, Image pack","1.00,0.14,0.14,0.81,0.14,0.54,0.14,0.14,0.10,0.04,0.08,0.08"
precio aerotermia con suelo radiante,140,18,0.50,1.00,1200000,Transactional,"Reviews, Site links, Video, Image, People also ask, Image pack","0.01,0.01,0.03,0.08,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01"
precio aerotermia mitsubishi,140,10,0.39,0.99,53,Transactional,"Reviews, Video, Image, Image pack, Video carousel","0.10,0.17,0.35,1.00,0.53,0.35,0.43,0.23,0.23,0.28,0.17,0.28"
precios aerotermia daikin,140,16,0.35,1.00,66,Transactional,"Reviews, Image, People also ask, Image pack, Video carousel","0.26,0.34,0.80,1.00,0.65,0.65,0.42,0.65,0.34,0.26,0.26,0.34"
subvenciones aerotermia cataluña,140,18,0.74,0.84,10200,Informational,"Reviews, Site links, Image pack","0.06,0.15,0.11,1.00,0.28,0.23,0.35,0.28,0.23,0.18,0.11,0.15"
suelo radiante aerotermia problemas,140,13,0.68,0.43,36800,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.34,0.34,0.53,0.80,0.53,0.65,0.42,0.65,0.53,0.53,0.65,1.00"
termo aerotermia 150 litros,140,11,0.28,1.00,97,"Informational, Transactional","Reviews, Video, Image, Image pack, Shopping ads","0.33,0.42,1.00,1.00,0.66,1.00,0.66,1.00,0.80,0.52,0.52,0.52"
vaillant aerotermia precio,140,13,0.61,1.00,61,Transactional,"Reviews, Video, Image, People also ask, Image pack","0.19,0.19,0.09,1.00,0.19,0.09,0.09,0.09,0.05,0.04,0.00,0.00"
aerotermia alicante,110,11,1.16,0.86,160000,Commercial,"Local pack, Reviews, Image, Video carousel","0.12,1.00,0.12,0.12,1.00,0.12,0.12,0.12,0.07,0.05,0.07,0.07"
aerotermia ariston nuos evo 110,110,17,0.21,1.00,85,"Informational, Transactional","Reviews, Image, Image pack, Video carousel","0.29,0.29,0.14,0.14,0.14,0.14,0.14,0.14,0.08,0.04,0.06,0.04"
aerotermia ariston opiniones,110,14,0.35,0.94,75,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.21,0.15,0.28,0.34,0.43,1.00,0.53,0.34,0.21,0.21,0.21,0.28"
aerotermia calefacción,110,37,0.31,1.00,2530000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.33,0.42,0.80,1.00,0.80,0.80,0.66,0.80,0.52,0.33,0.42,0.42"
aerotermia ce3x,110,11,0.42,0.02,85,Informational,"Site links, Image pack, Video carousel","0.43,0.34,0.12,0.12,0.12,0.12,1.00,0.21,0.43,0.34,0.28,0.21"
aerotermia con fancoils opiniones,110,12,0.33,0.45,95,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.06,0.02,0.02,0.06,0.22,0.22,1.00,0.29,0.29,0.22,0.18,0.35"
aerotermia con placas solares opiniones,110,10,0.73,0.96,477000,Informational,"Reviews, Site links, FAQ, Image, Image pack, Video carousel","0.00,0.00,0.00,0.15,0.01,0.15,1.00,0.15,0.07,0.07,0.07,0.15"
aerotermia con radiadores de aluminio,110,13,0.43,1.00,184000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.01,0.01,0.01,0.23,0.04,1.00,0.01,0.15,0.05,0.05,0.05,0.07"
aerotermia con radiadores de aluminio opiniones,110,14,0.00,0.54,84,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.81,0.11,0.11,0.35,0.11,0.11,0.11,0.11,0.08,0.06,0.03,0.03"
aerotermia consumo,110,19,0.34,0.60,517000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.41,0.41,0.52,1.00,0.64,0.64,0.52,0.82,0.52,0.41,0.41,0.82"
aerotermia consumo electrico,110,14,0.33,0.83,67700,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.33,0.42,0.66,0.66,0.66,0.66,0.66,1.00,0.42,0.42,0.52,0.66"
aerotermia daikin precios,110,13,0.35,1.00,55,Transactional,"Reviews, Image, People also ask, Image pack, Video carousel","0.33,0.33,0.80,1.00,0.66,0.66,0.42,0.66,0.52,0.23,0.52,0.66"
aerotermia domusa opiniones,110,10,0.55,0.73,59,Informational,"Reviews, Site links, Image, Image pack, Video carousel","0.14,0.14,0.14,0.14,0.14,0.29,1.00,0.14,0.08,0.06,0.06,0.14"
aerotermia ecoforest,110,16,0.69,0.89,81,Transactional,"Reviews, Video, Image, Image pack, Video carousel","0.33,1.00,0.66,0.66,1.00,0.33,0.33,0.33,0.33,0.19,0.19,0.14"
aerotermia efi,110,8,0.57,0.70,84,Informational,"Reviews, Image, People also ask, Image pack, Video carousel","0.10,0.10,0.10,0.10,0.43,1.00,0.43,0.10,0.10,0.04,0.06,0.06"
aerotermia en pisos pequeños,110,11,0.33,1.00,77300,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.00,0.00,0.15,1.00,1.00,0.81,0.81,0.15,0.09,0.06,0.09,0.06"
aerotermia frio y calor,110,23,0.39,1.00,170000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.26,0.19,0.34,0.53,0.34,0.53,0.42,0.53,0.34,0.34,0.65,1.00"
aerotermia generador de precios,110,21,0.00,0.31,59200,Transactional,"Reviews, People also ask","0.26,0.34,0.53,1.00,0.53,0.34,0.42,0.42,0.34,0.34,0.26,0.26"
aerotermia geotermia,110,20,0.30,0.54,154000,Commercial,"Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.41,0.52,0.64,1.00,0.64,0.64,0.64,1.00,0.52,0.41,0.52,0.64"
aerotermia hitachi opiniones,110,13,0.00,0.49,52,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.15,0.65,1.00,0.80,0.15,0.34,0.80,0.15,0.19,0.15,0.11,0.19"
aerotermia hitachi yutaki,110,11,0.00,0.55,57,"Informational, Transactional","Reviews, Site links, Image, Image pack, Video carousel","0.14,0.14,1.00,0.14,0.29,0.14,0.29,0.14,0.04,0.04,0.06,0.06"
aerotermia iberdrola,110,29,0.80,0.99,39400,Informational,"Reviews, Image, People also ask, Image pack, Video carousel","0.35,0.17,0.17,0.17,0.17,0.17,0.66,0.17,0.23,0.12,0.23,0.35"
aerotermia mitsubishi ecodan,110,13,0.41,0.94,67,"Informational, Transactional","Reviews, Video, Image, People also ask, Image pack, Video carousel","0.26,0.34,0.65,1.00,0.65,0.26,0.34,0.34,0.26,0.19,0.19,0.26"
aerotermia mitsubishi ecodan opiniones,110,12,0.56,0.98,65,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel, Adwords bottom","0.41,0.52,0.82,1.00,0.52,0.41,0.52,0.64,0.52,0.41,0.82,0.64"
aerotermia o pellets,110,12,0.36,0.60,362000,Commercial,"Reviews, Site links, Video, Image, People also ask, Image pack","0.23,0.42,0.66,1.00,0.80,0.80,0.66,0.80,0.42,0.33,0.33,0.52"
aerotermia opiniones forocoches,110,24,0.00,0.60,56,"Informational, Transactional","Reviews, People also ask, Image pack","0.02,0.05,0.53,0.82,0.82,1.00,0.02,0.35,0.05,0.05,0.05,0.05"
aerotermia para acs precios,110,25,0.35,1.00,379000,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.03,0.03,0.03,0.03,0.05,1.00,0.05,0.03,0.02,0.03,0.02,0.03"
aerotermia para agua caliente,110,22,0.26,1.00,875000,Informational,"Reviews, FAQ, Image, People also ask, Image pack, Video carousel","1.00,0.12,0.53,0.12,0.53,0.12,0.28,0.12,0.10,0.10,0.07,0.10"
aerotermia para pisos,110,15,0.34,0.99,223000,Informational,"Reviews, Video, Image, People also ask, Image pack, Video carousel","0.29,0.41,0.64,1.00,0.52,1.00,0.64,1.00,0.52,0.52,0.41,0.64"
aerotermia precios instalacion,110,18,0.60,0.95,179000,Transactional,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.52,0.82,0.82,1.00,0.64,0.64,0.52,0.82,0.52,0.41,0.41,0.64"
aerotermia radiadores convencionales,110,20,0.35,0.93,34900,Informational,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack, Video carousel","0.09,0.09,0.28,0.34,0.34,0.53,0.34,0.65,0.43,0.43,0.53,1.00"
aerotermia sin suelo radiante,110,16,0.48,1.00,1140000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.03,0.09,0.12,1.00,0.03,0.65,0.43,0.43,0.28,0.28,0.28,0.53"
aerotermia subvenciones,110,24,0.58,0.89,64500,Informational,"Reviews, Site links, People also ask, Video carousel","0.33,0.23,0.33,0.33,0.33,0.66,0.80,1.00,0.66,0.52,0.42,0.66"
aerotermia suelo radiante precio,110,19,0.55,0.99,1240000,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.52,0.41,0.64,0.82,0.17,1.00,0.82,0.82,0.82,0.41,0.41,0.52"
aerotermia thermor opiniones,110,9,0.24,0.84,79,Informational,"Reviews, Site links, Video, Image, Image pack","0.50,0.64,0.64,0.78,0.78,1.00,0.78,1.00,0.64,0.64,1.00,1.00"
aerotermia toshiba opiniones,110,14,0.38,0.92,65,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.10,0.10,0.10,0.35,0.43,1.00,0.10,0.10,0.08,0.10,0.06,0.10"
aerotermia vaillant alta temperatura,110,17,0.49,0.79,74,"Informational, Transactional","Reviews, Video, Image, Image pack, Video carousel","0.14,1.00,0.14,0.14,0.81,0.14,0.14,0.14,0.08,0.06,0.04,0.04"
aerotermia vaillant arotherm plus,110,17,0.59,0.73,55,"Informational, Transactional","Reviews, Image, Image pack, Video carousel","0.01,0.01,0.04,1.00,0.01,0.01,0.04,0.15,0.07,0.10,0.02,0.02"
aerotermia vs aire acondicionado,110,9,0.33,0.69,33400,Commercial,"Reviews, Site links, People also ask, Image pack, Video carousel","0.43,0.43,0.43,0.43,0.28,0.43,0.28,0.43,0.34,0.43,0.53,1.00"
aerotermia y radiadores,110,20,0.29,0.82,582000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.26,0.00,0.65,0.42,0.34,1.00,0.80,0.53,0.19,0.19,0.11,0.19"
aerotermia zaragoza,110,8,0.96,0.65,129000,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.64,0.52,1.00,0.64,0.64,0.82,0.41,0.82,0.41,0.64,0.64,1.00"
agua caliente aerotermia,110,23,0.28,1.00,1110000,Informational,"Reviews, FAQ, Image, People also ask, Video carousel","0.35,0.50,0.64,0.78,0.64,1.00,0.78,1.00,0.64,0.64,0.64,0.64"
agua caliente sanitaria aerotermia,110,22,0.29,1.00,435000,Informational,"Reviews, FAQ, Video, Image, People also ask, Image pack, Video carousel","0.41,0.41,0.52,0.64,0.64,0.82,0.64,1.00,0.64,0.64,0.52,0.52"
aire acondicionado por aerotermia,110,13,0.35,1.00,1960000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.81,1.00,0.21,0.21,0.21,0.21,0.21,0.21,0.15,0.21,0.43,0.53"
aparatos de aerotermia,110,41,0.30,1.00,198000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.33,0.42,0.52,0.52,0.52,1.00,0.52,0.52,0.52,0.52,0.52,0.66"
ayudas aerotermia,110,24,0.51,0.69,86200,Informational,"Reviews, Site links, Video, Image","0.23,0.19,0.42,0.42,0.52,0.42,0.52,1.00,0.66,0.52,0.66,0.66"
ayudas aerotermia 2021 catalunya,110,16,0.00,0.31,2500,Informational,"Reviews, Site links","0.00,0.00,1.00,0.66,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02"
ayudas aerotermia castilla-la mancha 2021,110,32,0.71,0.45,2850,Informational,"Reviews, Site links, People also ask, Image pack","0.00,0.35,0.04,1.00,0.81,0.14,0.04,0.04,0.04,0.04,0.04,0.04"
baxi aerotermia opiniones,110,21,0.57,0.81,68,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.15,0.81,0.81,0.15,1.00,1.00,0.15,0.15,0.06,0.09,0.06,0.09"
bomba aerotermia precio,110,35,0.38,1.00,417000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.17,0.17,0.66,0.35,0.17,0.17,0.17,0.17,0.07,0.12,0.07,0.17"
caldera aerotermia suelo radiante,110,14,0.61,1.00,174000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","1.00,0.10,0.10,0.54,0.22,0.10,0.22,0.10,0.04,0.06,0.08,0.14"
calefaccion aerotermia como funciona,110,37,0.33,0.83,209000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.33,0.33,0.33,0.66,0.42,1.00,0.66,1.00,0.52,0.14,0.09,0.19"
calefaccion aerotermia radiadores,110,20,0.35,1.00,570000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.19,0.33,0.80,1.00,1.00,1.00,0.80,0.80,0.33,0.33,0.23,0.42"
cambiar caldera gasoil por aerotermia,110,12,0.54,0.79,98,Informational,"Reviews, Site links, Video, People also ask, Image pack, Video carousel","0.18,0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.10,0.10,0.14,0.14"
climatizacion por aerotermia,110,36,0.36,0.94,1460000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.64,0.78,1.00,1.00"
coste instalacion aerotermia,110,18,0.58,1.00,31500,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.02,0.02,0.10,0.23,1.00,0.35,0.82,0.35,0.17,0.17,0.23,0.28"
daikin aerotermia catálogo,110,21,0.28,0.96,68,"Navigational, Transactional","Reviews, Video, Image, People also ask, Image pack","0.50,0.78,1.00,1.00,0.50,0.64,0.64,0.78,0.64,0.78,0.78,0.78"
de dietrich aerotermia,110,19,0.95,0.65,72,"Informational, Navigational","Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.15,0.28,0.65,1.00,0.53,0.28,0.28,0.28,0.15,0.15,0.15,0.12"
deposito inercia aerotermia,110,13,0.91,1.00,99,Informational,"Site links, Image, People also ask, Image pack, Video carousel","0.33,0.33,0.42,0.66,0.52,0.66,0.66,1.00,0.52,0.66,0.52,0.66"
diferencia entre aerotermia y geotermia,110,19,0.27,0.19,146000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.21,0.81,0.21,0.43,1.00,0.43,0.21,0.21,0.12,0.09,0.12,0.15"
diferencia entre bomba de calor y aerotermia,110,13,0.00,0.20,436000,Informational,"Reviews, FAQ, People also ask, Video carousel","0.10,1.00,0.10,0.10,0.43,0.35,0.22,0.10,0.08,0.10,0.06,0.08"
equipo de aerotermia,110,44,0.36,1.00,323000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.50,0.64,0.78,1.00,0.78,1.00,0.78,1.00,0.78,0.64,1.00,0.78"
equipos de aerotermia precios,110,27,0.45,1.00,579000,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.02,0.01,0.36,0.01,0.05,1.00,0.19,0.19,0.19,0.06,0.06,0.19"
fotovoltaica y aerotermia,110,21,1.26,0.99,554000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.12,0.28,0.12,0.12,1.00,0.28,0.43,0.12,0.07,0.07,0.10,0.10"
instalacion aerotermia madrid,110,19,2.46,0.88,233000,Commercial,"Local pack, Reviews, Site links, FAQ, People also ask, Video carousel","0.15,0.42,0.65,1.00,0.80,0.34,0.42,0.53,0.42,0.26,0.34,0.42"
instaladores de aerotermia en madrid,110,18,2.50,0.83,59300,Commercial,"Local pack, Reviews, FAQ, Image pack, Video carousel","0.06,0.06,0.19,0.06,0.06,0.06,1.00,0.06,0.05,0.05,0.04,0.05"
junkers aerotermia,110,21,0.61,0.96,80,Informational,"Reviews, Video, Image, People also ask, Image pack, Video carousel","0.19,0.42,0.80,1.00,0.65,0.42,0.42,0.42,0.15,0.19,0.19,0.34"
leroy merlin aerotermia,110,26,0.58,1.00,46,"Informational, Transactional","Reviews, Image, People also ask, Image pack, Video carousel","0.23,0.23,0.52,0.66,0.52,0.66,0.80,1.00,0.52,0.52,0.52,0.80"
maquina aerotermia daikin,110,20,0.31,1.00,88,"Informational, Transactional","Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.43,0.35,1.00,0.12,0.23,0.12,0.12,0.12,0.10,0.05,0.12,0.35"
maquina aerotermia precio,110,26,0.35,1.00,65600,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack, Adwords bottom","0.50,0.64,0.78,1.00,1.00,1.00,1.00,1.00,0.64,0.64,0.78,0.78"
mitsubishi aerotermia catálogo,110,11,0.34,0.83,64,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.17,0.17,0.43,0.17,0.17,0.17,0.53,0.17,0.12,0.17,0.23,0.23"
placas solares aerotermia,110,23,1.25,1.00,364000,Informational,"Local pack, Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.33,0.42,0.80,0.80,1.00,0.80,0.80,1.00,0.33,0.23,0.09,0.19"
precio de aerotermia,110,24,0.38,1.00,1330000,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.23,0.42,0.52,1.00,0.52,0.66,0.66,1.00,0.52,0.52,0.42,0.66"
precio instalacion aerotermia vivienda unifamiliar,110,17,0.76,0.98,72600,Transactional,"Reviews, Site links, Video, Image, People also ask, Image pack","0.02,0.02,0.02,0.23,0.43,0.53,1.00,0.35,0.28,0.28,0.12,0.12"
precio instalación completa aerotermia,110,17,0.47,1.00,469000,Transactional,"Reviews, Site links, Image, People also ask, Video carousel","0.82,0.41,0.52,0.82,0.52,0.52,0.52,0.82,0.64,0.41,0.64,0.64"
precio maquina aerotermia,110,28,0.39,1.00,63600,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.17,0.10,0.10,0.10,0.10,1.00,0.43,0.17,0.17,0.12,0.07,0.35"
precio suelo radiante aerotermia,110,20,0.50,1.00,1110000,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.64,0.64,0.82,1.00,0.64,1.00,0.82,0.82,0.52,0.41,0.23,0.41"
precios calderas aerotermia,110,28,0.43,1.00,951000,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.33,0.33,0.66,1.00,0.52,0.66,0.52,1.00,0.33,0.33,0.42,0.52"
que es la aerotermia wikipedia,110,24,0.16,0.37,23400,Informational,"Reviews, Site links, People also ask, Image pack","0.02,0.10,0.02,1.00,0.28,0.82,0.17,0.35,0.35,0.05,0.35,0.05"
sistema de calefaccion aerotermia,110,39,0.32,0.94,1900000,Informational,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack, Video carousel","0.34,0.42,0.53,1.00,0.65,0.65,0.42,0.42,0.34,0.26,0.19,0.53"
solarweb aerotermia,110,22,0.38,0.29,15,"Informational, Transactional",Image pack,"0.09,0.14,0.19,0.80,1.00,1.00,0.80,0.66,0.42,0.66,0.23,0.14"
subvencion aerotermia andalucia,110,25,0.72,0.45,1200,Informational,"Reviews, Site links, Video, Image pack","0.26,0.26,0.26,0.80,0.26,1.00,0.26,0.26,0.19,0.15,0.11,0.11"
subvenciones aerotermia 2022,110,22,0.53,0.44,43600,Informational,"Reviews, Site links, Video, Image pack","0.00,0.00,0.22,0.00,0.14,0.29,1.00,0.66,0.29,0.18,0.29,0.14"
subvenciones aerotermia castilla y león 2022,110,29,0.52,0.41,4270,Informational,"Reviews, Site links, Video, Image pack","0.00,0.00,0.00,0.22,0.29,1.00,0.54,0.43,0.22,0.29,0.29,0.29"
subvenciones aerotermia galicia 2022,110,8,0.40,0.45,6780,"Informational, Commercial",Reviews,"0.00,0.00,0.02,1.00,0.66,0.28,0.17,0.35,0.35,0.28,0.17,0.17"
subvencions aerotermia catalunya,110,18,0.52,0.54,1320,Informational,"Reviews, Site links, Video, Image pack","0.00,0.00,0.21,0.43,0.03,1.00,0.53,0.53,0.43,0.34,0.43,0.34"
suelo aerotermia,110,13,0.35,0.93,1710000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.64,0.41,0.64,1.00,0.52,0.82,0.82,0.82,0.82,0.29,0.29,0.82"
suelo radiante aerotermia precio,110,19,0.42,0.98,1170000,Transactional,"Reviews, Site links, Video, Image, People also ask, Image pack","0.82,0.52,0.82,1.00,0.82,0.82,0.82,0.82,0.52,0.52,0.41,0.41"
sustituir caldera de gas por aerotermia,110,10,0.54,0.98,17700,Informational,"Reviews, Site links, Video, People also ask, Image pack, Video carousel","0.01,0.01,0.01,0.23,0.03,1.00,0.05,0.35,0.23,0.18,0.18,0.35"
termo aerotermia 100 litros,110,14,0.20,1.00,100,"Informational, Commercial","Reviews, Video, Image, People also ask, Image pack","0.23,0.29,0.82,1.00,0.82,0.82,0.52,1.00,1.00,0.64,0.82,0.64"
termo aerotermia 200 litros,110,13,0.22,1.00,89,"Informational, Transactional","Reviews, Video, Image, People also ask, Image pack, Shopping ads","0.29,0.29,0.64,0.64,0.52,0.82,0.64,1.00,0.82,0.82,0.64,0.82"
termo de aerotermia,110,16,0.20,1.00,185000,Commercial,"Reviews, FAQ, Image, People also ask, Image pack, Video carousel","0.64,0.64,0.78,1.00,1.00,1.00,1.00,1.00,1.00,0.78,0.78,0.64"
termostato aerotermia,110,11,0.21,1.00,128000,Informational,"Reviews, Site links, Image, Image pack, Video carousel","0.42,0.33,0.52,1.00,0.66,0.66,0.42,0.42,0.42,0.42,0.33,0.52"
unidad exterior aerotermia,110,12,0.43,1.00,168000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.64,0.64,0.78,1.00,0.78,1.00,0.78,1.00,0.64,0.78,0.78,0.64"
