Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
ley del medio ambiente,140,40,0.42,0.02,201000000,Informational,"Site links, People also ask, Image pack","0.26,0.42,0.53,0.65,0.42,0.53,0.53,0.65,0.53,0.53,0.53,0.42"
master medio ambiente,140,25,3.72,0.79,25400000,Informational,"Site links, Video, Image pack","0.66,0.66,0.52,0.52,0.33,0.66,0.52,0.52,0.52,0.80,0.23,0.52"
medio ambiente agua,140,38,0.00,0.00,361000000,Informational,"Reviews, Site links, People also ask, Image pack","0.34,0.34,0.65,0.53,0.53,0.65,0.65,0.53,0.07,0.42,0.53,0.07"
medio ambiente cancion,140,28,0.00,0.00,0,Informational,"Reviews, Site links, Carousel, Video, People also ask, Image pack","0.12,0.28,0.34,0.43,0.21,0.34,0.43,0.53,0.53,0.81,0.81,0.12"
medio ambiente canciones,140,23,0.00,0.00,16400000,Informational,"Site links, Video, People also ask, Image pack, Video carousel","0.12,0.28,0.34,0.43,0.21,0.34,0.43,0.53,0.53,0.81,0.81,0.12"
medio ambiente contaminado,140,48,0.64,0.02,5880000,Informational,"Site links, Video, Image, People also ask, Image pack","0.11,0.34,0.53,0.80,0.53,0.65,0.65,1.00,0.42,0.65,0.53,0.11"
medio ambiente el agua,140,55,0.00,0.00,344000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.17,0.12,0.43,0.17,0.17,0.53,0.43,0.35,0.05,0.28,0.35,0.00"
medio ambiente españa,140,34,1.05,0.03,262000000,Informational,"Video, People also ask, Knowledge panel","0.19,0.34,0.80,0.65,0.53,0.42,0.53,0.65,0.53,0.65,0.53,0.42"
medio ambiente gobierno vasco,140,32,0.00,0.00,15900000,"Informational, Transactional",,"0.42,1.00,1.00,1.00,0.52,0.66,0.66,1.00,0.52,0.66,0.66,0.52"
medio ambiente granada,140,23,0.00,0.01,27000000,Commercial,"Local pack, Reviews, Site links, Video","0.52,0.52,1.00,0.66,0.33,0.52,0.52,0.52,0.42,1.00,0.66,0.66"
medio ambiente ingles,140,22,0.12,0.00,0,Informational,"Reviews, Video, People also ask, Image pack","0.33,0.42,0.66,0.66,0.42,0.52,0.66,0.66,0.66,1.00,0.52,0.33"
medio ambiente malaga,140,30,0.00,0.01,6560000,Navigational,"Local pack, Reviews, Site links, Video, Image pack","0.66,0.66,0.52,0.52,0.33,0.52,1.00,0.52,0.42,0.66,0.52,0.66"
medio ambiente murcia,140,38,0.00,0.00,30200000,Commercial,"Local pack, Reviews, Site links, Video, Image pack","0.66,1.00,0.66,1.00,0.66,0.66,0.66,1.00,0.52,0.66,0.52,0.52"
medio ambiente navarra,140,34,0.00,0.00,86,"Informational, Transactional","Site links, Image pack","0.65,1.00,0.65,0.53,0.34,0.42,0.53,0.80,0.53,0.53,0.65,0.53"
medio ambiente para niños,140,38,0.00,0.00,468000000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.15,0.34,0.65,0.80,0.42,0.42,0.80,0.53,0.53,0.80,0.53,0.07"
medio ambiente poemas,140,25,0.00,0.00,8940000,Informational,"Reviews, Video, Image, Image pack","0.04,0.06,0.18,0.35,0.08,0.43,0.29,0.66,0.66,0.43,0.43,0.00"
medio ambiente riesgos,140,26,0.29,0.01,145000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.06,0.65,1.00,0.81,0.43,0.53,0.53,0.53,0.43,0.00,0.00,0.00"
medio ambiente telefono,140,19,0.63,0.06,83100000,Informational,,"0.66,0.66,0.66,0.42,0.42,0.42,0.66,0.52,0.52,1.00,0.80,0.66"
medio ambiente y cambio climatico,140,56,0.37,0.05,4580000,Informational,"People also ask, Image pack, Video carousel","0.01,0.08,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
ministra de medio ambiente,140,31,0.00,0.00,14900000,Informational,"Video, People also ask, Image pack, Twitter, Knowledge panel","0.21,0.34,0.34,0.34,0.21,0.28,0.43,0.43,0.43,0.81,1.00,0.81"
noticia sobre el medio ambiente,140,61,0.87,0.02,126000000,Informational,"People also ask, Image pack, Video carousel","0.09,0.52,0.66,0.66,0.42,0.66,0.80,0.80,0.42,1.00,0.66,0.00"
palabras relacionadas con el medio ambiente,140,25,0.00,0.01,192000000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.15,0.53,0.80,0.65,0.42,0.53,0.65,0.65,0.65,0.53,0.53,0.19"
peligroso medio ambiente,140,24,0.00,0.31,76500000,Informational,"Featured snippet, Image pack","0.01,0.01,1.00,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.01,0.01"
pictograma medio ambiente,140,20,0.00,0.22,484000,Informational,"Reviews, Image, People also ask, Image pack","0.07,0.53,1.00,1.00,0.42,0.53,0.53,0.53,0.34,0.42,0.26,0.11"
poema el medio ambiente,140,28,0.00,0.00,6600000,"Informational, Commercial","Reviews, Video, Image pack","0.04,0.06,0.18,0.35,0.08,0.43,0.29,0.66,0.66,0.43,0.43,0.00"
poemas del medio ambiente,140,24,0.00,0.00,8310000,Informational,"Reviews, Video, Image, Image pack, Video carousel","0.04,0.06,0.18,0.35,0.08,0.43,0.29,0.54,0.54,0.35,0.35,0.08"
preguntas sobre el medio ambiente,140,26,0.00,0.01,209000000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.12,0.21,0.34,0.65,0.53,0.65,0.65,0.81,0.53,0.81,0.43,0.12"
problema medio ambiente,140,33,0.38,0.06,205000000,Informational,"Reviews, Site links, Video carousel","0.01,0.05,0.07,0.12,0.10,0.12,0.15,0.19,0.10,1.00,0.00,0.00"
proyecto medio ambiente infantil,140,22,0.36,0.02,26400000,Informational,"Site links, Video, Image, Image pack","0.11,0.34,0.53,0.53,0.26,0.53,0.80,0.80,0.53,1.00,0.65,0.15"
que podemos hacer para cuidar el medio ambiente,140,34,0.20,0.20,32000000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.12,0.28,0.43,0.65,0.53,0.53,0.53,0.65,0.28,0.53,0.34,0.06"
respeto al medio ambiente,140,35,0.00,0.00,50400000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel","0.26,0.42,0.53,0.80,0.53,0.53,0.53,0.80,0.42,0.80,0.42,0.19"
riesgos en el medio ambiente,140,27,0.29,0.01,85800000,Informational,"Featured snippet, Reviews, Site links, People also ask, Knowledge panel","0.06,0.65,1.00,0.81,0.43,0.53,0.53,0.53,0.43,0.06,0.06,0.00"
secretaria de estado de medio ambiente,140,37,0.00,0.00,23700000,Informational,"Site links, Video carousel, Knowledge panel","0.52,0.66,1.00,0.66,0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66"
secretario de estado de medio ambiente,140,30,0.00,0.00,18300000,Informational,"Featured snippet, Video, People also ask, Video carousel, Knowledge panel","0.52,0.82,1.00,0.82,0.82,0.64,1.00,0.82,0.82,0.82,0.82,1.00"
tecnologías del medio ambiente,140,32,0.00,0.02,366000000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.12,0.65,1.00,0.81,0.65,0.53,0.53,0.65,0.03,0.00,0.00,0.00"
viii programa de acción en materia de medio ambiente,140,18,0.00,0.00,9400000,Informational,"Featured snippet, People also ask, Image pack","0.00,0.02,0.32,0.14,0.02,1.00,0.02,0.02,0.02,0.02,0.02,0.02"
vocabulario medio ambiente ingles,140,22,0.00,0.00,595000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.17,0.35,0.28,0.35,0.17,0.43,0.43,0.35,0.28,0.66,0.66,0.12"
yo colaboro con el medio ambiente,140,18,0.00,0.00,113000,Navigational,"Site links, Video, People also ask","0.00,0.53,0.81,1.00,0.65,0.43,0.53,1.00,0.53,0.09,0.06,0.06"
10 preguntas sobre el medio ambiente,110,27,0.00,0.02,200000000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.15,0.15,0.15,1.00,0.15,0.15,0.15,0.15,0.05,0.03,0.06,0.03"
actividades medio ambiente infantil,110,30,0.57,0.02,34100000,Informational,"Reviews, Image, Image pack, Video carousel","0.15,0.34,0.34,0.42,0.19,0.34,0.34,0.42,0.53,1.00,1.00,0.26"
actividades para trabajar el medio ambiente en el colegio,110,42,0.73,0.09,15800000,Informational,"Featured snippet, Site links, Video, People also ask, Image pack","0.02,0.01,0.01,0.02,0.01,0.10,1.00,0.15,0.15,0.12,0.07,0.03"
agencia de medio ambiente y agua infoca,110,16,0.00,0.00,30200,"Informational, Transactional","Video, People also ask","0.06,0.08,0.10,0.29,0.22,0.29,0.14,0.22,0.29,0.54,0.14,0.08"
agencia medio ambiente y agua andalucia,110,35,0.00,0.00,449000,"Informational, Navigational","Reviews, Site links, Image, Knowledge panel","0.42,0.52,0.66,0.66,1.00,0.80,0.42,0.42,0.66,0.42,0.52,0.52"
albera medio ambiente,110,29,0.00,0.00,88,Navigational,"Local pack, Reviews, Site links, FAQ, Image pack","0.11,1.00,0.23,0.11,0.11,0.11,0.11,0.11,0.05,0.06,0.06,0.08"
anuncios del medio ambiente,110,10,0.00,0.00,44200000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.05,0.05,1.00,0.01,0.04,0.01,0.02,0.15,0.02,0.12,0.15,0.02"
area de gobierno de medio ambiente y movilidad,110,16,0.00,0.00,2710000,Informational,Image pack,"0.50,1.00,0.78,1.00,1.00,0.64,1.00,1.00,0.64,0.78,0.78,0.78"
ayudar al medio ambiente,110,47,0.23,0.13,90700000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.26,0.19,0.26,0.42,0.26,0.34,0.34,0.42,0.65,1.00,0.42,0.26"
canarias medio ambiente,110,32,0.00,0.00,24500000,Navigational,"Video, Knowledge panel","0.82,0.64,0.82,0.64,0.64,0.52,0.52,0.52,0.64,0.82,0.52,0.41"
cancion del medio ambiente,110,26,0.00,0.00,0,Informational,"Reviews, Site links, Carousel, Video, People also ask","0.11,0.26,0.34,0.42,0.26,0.34,0.42,0.53,0.53,0.80,0.80,0.15"
canciones sobre el medio ambiente,110,25,0.00,0.00,16400000,Informational,"Featured snippet, Site links, Video, People also ask, Video carousel","0.04,0.36,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.08,0.01"
carrera medio ambiente,110,26,0.66,0.20,71000000,Informational,"Site links, Video, People also ask, Image pack, Video carousel","0.52,0.52,0.33,0.33,0.33,0.52,0.33,0.52,0.52,0.80,1.00,0.52"
ciudad del medio ambiente,110,22,0.00,0.00,250000000,Informational,"Video carousel, Knowledge panel","0.12,0.12,0.15,0.21,0.15,0.43,0.53,0.34,0.34,1.00,0.21,0.34"
ciudad del medio ambiente garray soria,110,21,0.00,0.00,97,Informational,"Video, Image, Knowledge panel","0.02,0.02,0.04,0.04,0.02,1.00,0.02,0.02,0.02,0.02,0.02,0.02"
como cuidamos el medio ambiente,110,43,0.20,0.10,7540000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.19,0.33,0.33,0.66,0.52,0.52,0.66,0.66,0.42,1.00,0.42,0.09"
como puedes cuidar el medio ambiente,110,43,0.20,0.10,14200000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.14,0.33,0.33,0.52,0.42,0.42,0.52,0.66,0.66,1.00,0.66,0.09"
compromiso con el medio ambiente,110,22,0.62,0.04,73200000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.26,0.53,0.53,0.80,0.53,0.53,0.53,0.53,0.26,0.42,0.26,0.26"
concejal de medio ambiente,110,28,0.00,0.00,5940000,Informational,"Featured snippet, Image pack","0.50,0.78,0.64,0.78,0.64,0.64,0.64,1.00,0.78,1.00,1.00,0.78"
concienciacion medio ambiente,110,30,0.43,0.02,43600,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.29,0.52,0.82,0.82,0.64,0.64,0.82,1.00,0.64,0.52,0.64,0.29"
conferencia sectorial de medio ambiente,110,25,0.00,0.00,1710000,Informational,"Video, Image pack","0.64,1.00,0.64,0.64,0.64,1.00,0.64,0.78,0.64,0.78,1.00,0.78"
consejeria de agricultura y medio ambiente,110,47,0.00,0.00,80,Commercial,"Local pack, Reviews, Site links, Video, Image pack","0.28,0.78,0.78,0.35,0.78,0.78,0.78,1.00,1.00,0.78,1.00,1.00"
consejeria de medio ambiente andalucia,110,47,0.00,0.00,170000,"Informational, Navigational","Reviews, Site links, Video, Twitter, Knowledge panel","0.78,1.00,0.78,0.78,0.64,0.64,0.78,0.78,0.64,0.78,0.78,0.78"
consejeria de medio ambiente asturias,110,23,0.00,0.00,92,"Informational, Transactional","Image, Image pack","0.36,0.09,0.29,0.09,0.09,0.19,0.09,0.09,0.06,0.05,0.09,0.09"
consejeria de medio ambiente castilla la mancha,110,38,0.00,0.00,75,Navigational,"Local pack, Reviews, Site links, Image pack","0.03,1.00,0.03,0.03,0.34,1.00,0.15,0.43,0.43,0.34,0.34,0.21"
consejeria de medio ambiente sevilla,110,29,0.00,0.00,166000,Commercial,"Local pack, Site links, Video, People also ask","0.26,1.00,0.53,0.42,0.26,0.42,0.42,0.34,0.34,0.26,0.53,0.42"
consejeria medio ambiente andalucia,110,42,0.00,0.00,181000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Knowledge panel","0.52,1.00,0.66,0.52,0.33,0.42,0.52,0.52,0.42,0.52,0.66,0.66"
consejeria medio ambiente tramites,110,19,0.00,0.00,60,Informational,Image pack,"1.00,1.00,1.00,1.00,0.63,0.63,1.00,1.00,0.63,1.00,0.81,1.00"
consejero medio ambiente castilla y leon,110,39,0.41,0.01,170000,Informational,"Reviews, Site links, Video, People also ask, Image pack, Video carousel","0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.62,1.00"
consejería de medio ambiente extremadura,110,25,0.00,0.00,95,Navigational,"Reviews, Site links, Image pack","0.11,0.03,0.81,1.00,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.01"
consejería de medio ambiente licencias de caza y pesca,110,44,0.00,0.01,100,"Informational, Navigational","Reviews, Site links, Video, People also ask, Image pack, Knowledge panel","0.01,0.03,0.03,0.01,0.08,0.01,1.00,0.23,0.23,0.18,0.23,0.23"
consejos para cuidar el medio ambiente,110,42,0.16,0.15,15000000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.09,0.12,0.21,0.34,0.34,0.43,0.53,0.81,0.65,0.81,0.34,0.06"
conselleria de medi ambient valencia,110,29,0.00,0.00,70,"Informational, Navigational","Image pack, Knowledge panel","0.52,0.64,0.64,0.64,0.41,0.64,0.64,0.52,0.52,0.82,0.64,0.64"
conselleria de medio ambiente valencia,110,27,0.00,0.00,72,"Informational, Navigational","Reviews, Video, Image pack, Knowledge panel","0.64,0.64,0.64,0.64,0.52,0.64,0.64,0.64,0.52,0.82,0.64,0.64"
conselleria medio ambiente valencia,110,29,0.00,0.00,60,"Informational, Navigational","Image pack, Twitter, Knowledge panel","0.64,0.64,0.82,0.64,0.52,0.64,0.64,0.64,0.52,0.82,0.64,0.64"
contaminacion y medio ambiente,110,54,0.64,0.02,12800000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel","0.09,0.33,0.52,0.66,0.52,0.66,0.66,1.00,0.33,0.66,0.66,0.09"
contaminantes del medio ambiente,110,48,0.64,0.02,19300000,Informational,"Featured snippet, Reviews, People also ask, Image pack, Video carousel","0.11,0.41,0.64,0.82,0.64,0.64,0.64,1.00,0.64,1.00,0.82,0.11"
creativos carteles del medio ambiente,110,24,0.00,0.00,95,Informational,"Reviews, Site links","0.00,0.03,0.01,0.01,0.01,1.00,0.28,0.23,0.23,0.44,0.28,0.06"
cuida el medio ambiente dibujos,110,23,0.00,0.01,10900000,Informational,"Reviews, Site links, Video, Image, Image pack, Video carousel","0.07,0.19,0.42,0.65,0.34,0.34,0.65,0.53,0.42,0.80,0.34,0.19"
cuidando el medio ambiente dibujo,110,29,0.00,0.01,93,Informational,"Reviews, Site links, Video, Image, Image pack","0.07,0.19,0.42,0.65,0.34,0.34,0.65,0.53,0.42,0.80,0.34,0.19"
dañino para el medio ambiente,110,40,0.00,0.05,2150000,Informational,"Featured snippet, Reviews, Site links, Image pack","0.06,0.06,1.00,0.66,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03"
departament de medi ambient,110,39,0.00,0.00,1170000,Transactional,"Local pack, Site links, Image pack","0.50,1.00,0.78,0.78,0.50,0.64,0.64,0.78,0.50,0.78,0.50,0.64"
desarrollo rural y medio ambiente,110,16,0.00,0.00,36800000,Informational,"Site links, Video, Image pack","0.14,0.52,1.00,0.14,0.52,0.09,0.66,0.66,0.66,0.52,1.00,0.52"
dia del medio ambiente actividades,110,30,0.00,0.02,241000000,Informational,"Featured snippet, Site links, Video, Image, People also ask, Image pack","0.10,0.02,0.01,0.02,0.01,0.01,0.10,0.01,0.05,0.04,0.05,0.00"
dia medio ambiente 2022,110,38,0.96,0.05,878000000,Informational,"Reviews, Video, People also ask, Image pack","0.03,0.00,0.00,0.00,0.06,0.28,0.08,0.23,0.23,0.18,1.00,0.05"
dia mundial medio ambiente frases,110,43,0.00,0.00,27400000,Informational,"Featured snippet, Reviews, Video, Image, People also ask","0.00,0.02,0.01,0.03,0.02,0.02,0.01,0.01,0.02,0.06,0.67,0.01"
dibujos de medio ambiente,110,26,0.00,0.00,31700000,Informational,"Reviews, Video, Image, Image pack","0.06,0.21,0.34,0.43,0.15,0.28,0.43,0.65,0.34,1.00,0.53,0.09"
dibujos del cuidado del medio ambiente,110,31,0.00,0.01,10400000,Informational,"Reviews, Site links, Video, Image, Image pack, Video carousel","0.07,0.19,0.42,0.65,0.34,0.34,0.65,0.53,0.42,0.65,0.26,0.19"
día internacional del medio ambiente,110,55,0.75,0.02,184000000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.00,0.04"
el medio ambiente dibujos,110,29,0.00,0.01,33100000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.06,0.15,0.34,0.53,0.28,0.34,0.34,0.53,0.43,1.00,0.65,0.00"
el plastico y el medio ambiente,110,33,0.47,0.04,10400000,Informational,"Reviews, People also ask, Video carousel","0.11,0.26,0.53,0.65,0.65,0.80,0.53,0.53,0.26,0.53,0.26,0.11"
el programa de las naciones unidas para el medio ambiente,110,45,0.00,0.01,16900000,Informational,"Site links, People also ask, Video carousel, Knowledge panel","0.23,0.52,0.66,1.00,0.42,0.66,0.52,0.66,0.42,0.52,0.42,0.00"
empresas medio ambiente,110,21,0.70,0.18,218000000,Transactional,"Local pack, Site links, People also ask, Image pack","0.23,1.00,1.00,0.66,0.33,0.52,0.42,0.42,0.33,0.52,0.33,0.33"
fcc medio ambiente sa,110,27,0.00,0.00,84,Transactional,"Local pack, Reviews, Site links, FAQ, People also ask, Image pack, Knowledge panel","0.18,0.06,1.00,0.03,0.03,0.11,0.03,0.03,0.03,0.18,0.23,0.23"
fcc medio ambiente sau,110,21,0.00,0.00,87,Commercial,"Local pack, Reviews, Site links, Image pack","0.28,0.15,0.15,0.81,0.43,0.15,0.15,0.15,0.09,0.34,0.43,0.12"
fichas de reciclaje y cuidado del medio ambiente,110,21,0.00,0.00,90,"Informational, Commercial","Reviews, Site links, Video, Image, People also ask, Image pack","0.04,0.10,0.18,0.35,0.02,0.29,0.66,0.29,0.29,0.29,0.14,0.06"
formas de cuidar el medio ambiente,110,41,0.17,0.11,26200000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.21,0.43,0.21,0.43,0.21,0.21,0.21,0.21,0.21,0.28,0.15,0.06"
foto del medio ambiente,110,27,0.00,0.00,212000000,"Informational, Commercial","Reviews, Site links, Video, Image, Image pack","0.07,0.15,0.34,0.65,0.42,0.53,0.65,0.65,0.53,0.80,0.53,0.00"
gencat medi ambient,110,46,0.00,0.00,47,"Navigational, Transactional","Site links, Image pack","0.11,0.11,1.00,0.11,0.23,0.11,0.11,0.11,0.08,0.18,0.08,0.08"
imagen del medio ambiente,110,31,0.00,0.00,303000000,"Informational, Commercial","Site links, Video, Image, Image pack","0.09,0.23,0.42,0.52,0.42,0.42,0.52,0.80,0.42,0.80,0.80,0.14"
iso 14001 medio ambiente,110,39,0.99,0.28,5080000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Video carousel","0.50,1.00,1.00,0.64,0.78,0.78,1.00,1.00,0.64,0.78,0.78,0.78"
juegos del medio ambiente,110,26,0.00,0.07,0,Informational,"Reviews, Site links, Carousel, Video, People also ask, Image pack, Video carousel","0.17,0.29,0.52,0.52,0.52,0.52,0.82,0.82,0.82,0.64,0.82,0.52"
junta de andalucia consejeria de medio ambiente,110,39,0.00,0.00,185000,"Informational, Navigational","Site links, People also ask, Knowledge panel","0.64,0.78,0.64,0.64,0.50,0.64,0.78,0.78,0.64,0.78,0.78,1.00"
la química en el medio ambiente,110,34,0.00,0.01,76900000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack, Video carousel","0.04,0.10,0.14,0.14,0.14,0.35,0.81,1.00,0.00,0.02,0.00,0.00"
maestria en medio ambiente,110,23,0.00,0.06,2830000,"Informational, Commercial",Site links,"0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1.00,0.02"
marcas respetuosas con el medio ambiente,110,17,0.00,0.17,1350000,Informational,"Reviews, Site links, People also ask","0.14,0.29,1.00,0.14,0.14,0.54,0.14,0.14,0.04,0.04,0.04,0.04"
master calidad y medio ambiente,110,29,6.49,0.72,10600000,Informational,"Reviews, Site links, Video, Image pack, Video carousel, Adwords bottom","0.64,1.00,1.00,0.78,0.64,0.78,0.64,0.50,0.50,0.64,0.50,0.50"
media ambiente,110,68,0.70,0.01,1200000000,Informational,"Site links, Top stories, People also ask, Knowledge panel","0.02,0.04,0.04,0.05,0.04,0.04,0.05,0.05,1.00,0.09,0.23,0.19"
medio ambiente andalucia,110,32,0.00,0.00,6540000,"Informational, Navigational","Reviews, Site links, Video carousel, Knowledge panel","0.35,0.78,0.78,0.78,0.64,0.78,0.78,0.78,0.64,0.78,1.00,0.64"
medio ambiente canarias,110,35,0.00,0.00,19900000,Navigational,"Site links, Video, People also ask, Knowledge panel","0.78,0.78,0.78,0.78,0.78,0.64,0.64,0.64,0.64,0.78,0.50,0.50"
medio ambiente castilla la mancha,110,43,0.00,0.00,83,Commercial,"Local pack, Site links, Video, Top stories, Image pack","1.00,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.64,0.78,0.78,0.78"
medio ambiente dia mundial,110,52,0.75,0.02,83700000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel, Instant answer, Knowledge panel","0.03,0.05,0.05,0.05,0.04,0.05,0.05,0.07,0.00,0.09,0.88,0.00"
medio ambiente fotos,110,35,0.00,0.00,201000000,"Informational, Commercial","Reviews, Video, Image, Image pack","0.07,0.15,0.34,0.65,0.42,0.53,0.65,0.65,0.42,0.65,0.53,0.00"
medio ambiente junto o separado,110,31,0.00,0.00,22800000,Informational,"Featured snippet, Video, People also ask, Image pack","0.23,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.52,1.00,0.82,0.29"
medio ambiente málaga,110,33,0.00,0.01,90,Navigational,"Local pack, Reviews, Site links, Video, Image pack","0.65,0.65,0.53,0.53,0.34,0.42,1.00,0.53,0.03,0.00,0.00,0.00"
medio ambiente rae,110,38,0.00,0.00,71,Navigational,"Featured snippet, Video, People also ask, Image pack","0.33,0.66,0.66,0.66,0.52,0.52,0.52,0.52,0.52,0.80,0.80,0.23"
medio ambiente tenerife,110,25,0.00,0.01,19100000,Commercial,"Local pack, Site links, Video, Image pack, Twitter","0.82,0.82,0.64,0.52,0.41,0.52,0.64,0.52,0.52,0.64,0.82,1.00"
medio ambiente y contaminacion,110,44,0.64,0.02,15500000,Informational,"Site links, People also ask, Image pack, Video carousel","0.09,0.33,0.52,0.66,0.52,0.66,0.66,1.00,0.52,0.80,0.52,0.09"
medio ambiente y desarrollo sostenible,110,39,0.55,0.11,54600000,Informational,"Site links, People also ask, Image pack, Video carousel, Knowledge panel","0.12,0.28,0.43,0.53,0.43,0.34,0.43,0.65,0.34,0.53,0.34,0.12"
medio ambiente y sus problemas,110,34,0.38,0.06,239000000,Informational,"Reviews, Site links, Video, People also ask","0.09,0.33,0.42,0.66,0.52,0.66,0.80,1.00,0.80,0.09,1.00,0.00"
medio ambiente zamora,110,23,0.00,0.00,93,Commercial,"Local pack, Site links, Video, Image pack","0.02,0.16,0.02,0.07,0.02,0.16,0.07,0.02,0.00,0.00,0.01,0.02"
ministerio de medio ambiente espana,110,35,0.00,0.00,34600000,Navigational,"Site links, Image, People also ask, Twitter","0.64,0.78,0.78,1.00,0.64,0.78,1.00,1.00,0.64,0.64,0.78,0.78"
ministra medio ambiente,110,29,0.00,0.00,11800000,Informational,"Featured snippet, Site links, Video, People also ask, Image pack, Twitter","0.52,0.52,0.52,0.52,0.41,0.52,0.82,0.82,0.52,0.64,1.00,1.00"
noticias de medio ambiente,110,58,0.54,0.03,256000000,Informational,"Top stories, People also ask","0.29,0.52,0.82,0.82,0.52,0.82,1.00,1.00,0.64,0.82,0.41,0.17"
onu y medio ambiente,110,60,0.00,0.00,25700000,Informational,"People also ask, Video carousel, Twitter","0.42,0.42,0.66,0.52,0.33,0.42,0.42,0.66,0.66,0.66,0.52,0.33"
oposiciones agente de medio ambiente,110,21,0.54,0.50,426000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel","0.66,0.66,1.00,0.66,0.52,0.66,0.66,0.42,0.42,0.42,0.52,0.52"
oposiciones agente medio ambiente,110,19,0.51,0.49,487000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.64,0.82,1.00,1.00,0.64,0.82,1.00,0.64,0.52,0.41,0.52,0.64"
oposiciones medio ambiente 2021,110,18,0.00,0.22,581000,Informational,"Reviews, Site links, FAQ, Video, Image pack","0.81,1.00,0.65,0.43,0.21,0.09,0.09,0.06,0.03,0.06,0.06,0.06"
oposiciones tecnico medio ambiente,110,13,0.30,0.39,208000,Informational,"Site links, Video, Image pack","0.63,1.00,1.00,1.00,0.63,1.00,0.81,1.00,0.63,0.81,1.00,1.00"
ordenanza general de proteccion del medio ambiente urbano,110,11,0.00,0.00,1990000,Informational,Site links,"0.64,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.64,0.78,0.78,0.64"
ordenanza general de protección del medio ambiente urbano,110,8,0.00,0.00,1470000,Informational,,"0.52,0.82,0.64,0.82,0.64,0.64,0.64,0.82,0.64,0.64,0.64,0.52"
ordenança medi ambient barcelona,110,16,0.00,0.00,86,Informational,"Video, Image, Image pack","0.26,0.53,0.42,0.65,0.42,0.34,0.42,0.53,0.42,0.53,0.42,0.42"
pegatina medio ambiental,110,54,0.16,0.40,618000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.41,0.52,0.64,0.52,0.52,0.82,0.82,0.82,1.00,1.00,0.82,0.64"
peligro para el medio ambiente,110,23,0.00,0.14,51300000,Informational,"Featured snippet, Reviews, People also ask, Image pack","0.05,0.28,1.00,0.66,0.23,0.23,0.28,0.23,0.23,0.23,0.12,0.07"
peligro para el medio ambiente pictograma,110,19,0.00,0.40,180000,Informational,"Reviews, People also ask, Image pack","0.04,1.00,0.66,0.04,0.04,0.29,0.04,0.04,0.04,0.04,0.04,0.04"
peligroso para el medio ambiente,110,19,0.00,0.08,24600000,Informational,"Featured snippet, Site links, Image pack","0.05,0.43,1.00,0.53,0.28,0.17,0.17,0.28,0.17,0.23,0.12,0.07"
