Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
teléfono energía xxi pagar facturas,320,40,0.97,0.17,69,Informational,"Featured snippet, Reviews, People also ask","0.54,0.43,0.29,0.29,0.54,1.00,0.81,0.81,0.43,0.54,0.35,0.43"
tipo de fuentes de energía,320,30,1.03,0.01,65700000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.07,0.15,0.19,0.29,0.23,0.36,0.36,0.67,0.54,1.00,0.67,0.05"
total energías,320,41,1.33,0.45,17600000,Navigational,"Reviews, Site links, Video, People also ask, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.84,0.00"
ventajas de las energías no renovables,320,25,0.00,0.00,5550000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.66,0.43,1.00,0.82,0.00"
ventajas y desventajas de la energía solar,320,37,0.47,0.16,2830000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.10,0.15,0.19,0.36,0.23,0.29,0.36,0.44,0.44,0.81,0.54,0.02"
10 consejos para ahorrar energía en el hogar,260,30,0.19,0.21,2600000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.02,0.02,0.48,0.48,0.02,0.32,1.00,0.32,0.21,0.32,0.14,0.02"
aldro energía naturgy,260,24,0.00,0.43,86,Transactional,"Reviews, Site links, Video, People also ask, Image pack, Knowledge panel","0.16,0.06,1.00,0.06,0.06,0.06,0.06,0.16,0.08,0.03,0.05,0.04"
aquilea crono-energía opiniones,260,14,0.19,1.00,85,"Informational, Transactional","Reviews, Video, Image, Image pack","0.01,0.01,0.30,0.03,0.01,0.05,0.01,0.01,0.00,0.04,0.03,0.03"
bonpreuesclat energía opinions,260,15,0.00,0.35,74,Informational,"Reviews, Site links, Video, Image pack","0.81,0.54,1.00,0.29,0.44,0.23,0.12,0.19,0.15,0.12,0.12,0.09"
como funciona la energía eólica,260,45,0.22,0.06,11100000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.23,0.23,0.44,0.66,0.35,0.44,0.54,0.66,0.54,1.00,0.66,0.15"
desventajas de la energía hidráulica,260,27,1.38,0.01,707000,Informational,"Featured snippet, Reviews, FAQ, Video, People also ask","0.07,0.10,0.19,0.29,0.19,0.23,0.44,0.54,0.29,0.81,0.67,0.01"
dirección general de industria energía y minas,260,37,0.00,0.00,5890000,Navigational,"Reviews, Video, Knowledge panel","0.43,0.66,0.66,0.66,0.53,0.66,0.82,1.00,0.66,0.66,0.82,0.66"
el oro absorbe malas energías,260,21,0.00,0.11,99,Informational,"Reviews, People also ask","1.00,0.05,0.05,0.05,0.24,0.05,0.45,0.05,0.05,0.03,0.01,0.00"
endesa energía xxi teléfono,260,36,1.37,0.31,80,Informational,"Reviews, Site links, FAQ, People also ask, Image pack","0.66,0.66,0.66,0.82,0.66,1.00,0.82,0.66,0.35,0.43,0.28,0.53"
energa eficiencia,260,25,0.41,0.18,63300000,Commercial,"Local pack, Reviews, FAQ","0.00,0.01,0.01,1.00,0.04"
energized,260,21,0.16,0.48,66700000,Informational,"Reviews, Video","0.53,0.81,1.00,1.00,0.81,0.81,0.65,0.81,0.53,0.65,0.81,0.65"
energizer phone,260,30,0.00,0.59,14000000,"Informational, Commercial","Reviews, Site links, Video, Image, Image pack","0.06,0.06,0.20,1.00,0.45,0.24,0.03,0.01,0.03,0.02,0.10,0.03"
energía electica,260,,0.91,0.19,,,,"0.00,0.00,0.00,0.00,1.00"
energía ionización,260,35,0.00,0.00,1580000,"Informational, Transactional","Reviews, Video, Image, People also ask, Video carousel, Knowledge panel","0.05,0.35,1.00,1.00,0.44,0.54,0.35,0.44,0.35,0.66,0.66,0.11"
energía materia,260,34,0.00,0.00,208000000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.08,0.24,0.20,0.20,0.16,0.24,0.24,0.45,0.00,0.00,0.00,0.00"
energía que es,260,48,0.38,0.01,692000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.41,0.01"
energía que significa,260,44,0.00,0.00,233000000,Informational,"Reviews, Site links, Video, People also ask","0.29,0.54,0.54,0.66,0.43,1.00,0.54,0.81,0.54,0.81,0.54,0.29"
energía tiktok,260,33,22.37,0.01,87,"Navigational, Transactional","Video, Image pack, Video carousel","0.03,0.04,0.03,0.04,0.05,1.00,0.20,0.11,0.05,0.05,0.08,0.13"
energía xxi averías,260,39,0.48,0.26,46,Transactional,"Local pack, Reviews, Site links, People also ask, Image pack","0.54,0.44,0.35,0.44,0.54,0.44,0.35,0.44,0.01,0.35,0.44,0.06"
energía xxi pagar facturas,260,33,1.06,0.08,87,"Informational, Transactional","Reviews, Site links, Video, People also ask","0.82,0.82,1.00,0.66,0.53,0.82,0.82,0.66,0.53,0.35,0.66,0.53"
energía xxi telefono,260,38,1.61,0.30,86,Commercial,"Local pack, Reviews, Site links, People also ask, Image pack","0.54,0.54,0.43,0.43,0.43,0.81,0.66,0.66,1.00,0.14,0.29,0.08"
energía y civilización. una historia,260,21,0.16,0.33,5390000,"Informational, Transactional","Reviews, Video, Video carousel, Knowledge panel","0.00,0.01,1.00,1.00,0.20,0.05,0.01,0.01,0.01,0.01,0.01,0.01"
factor energía clientes,260,30,0.00,0.00,10300000,Informational,"Reviews, FAQ, People also ask","0.19,0.29,0.19,0.23,0.23,0.29,0.36,0.54,0.36,0.29,0.29,1.00"
fc energía atención al cliente,260,20,0.56,0.29,3680000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.01,0.39,1.00,1.00,0.01,0.01,0.17,0.21,0.09,0.04,0.17,0.07"
fc energía tarifas,260,20,0.87,0.61,90,Informational,"Reviews, Video, People also ask, Image pack","0.04,0.04,0.11,0.02,0.13,0.65,0.02,0.02,0.00,0.01,0.02,0.01"
feníe energía clientes,260,28,1.02,0.23,99,Navigational,"Reviews, Site links, FAQ, Video, People also ask","0.43,0.43,0.43,0.43,0.53,0.66,0.53,0.82,1.00,1.00,0.82,1.00"
forma de energía,260,50,0.50,0.01,445000000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask","0.07,0.14,0.14,0.21,0.11,0.14,0.21,0.39,0.39,1.00,0.39,0.02"
frases con energía positiva,260,34,0.00,0.00,5080000,Informational,"Reviews, Video, Image, Image pack","0.82,0.82,0.82,0.66,0.66,0.66,0.66,0.82,0.66,0.43,0.66,0.00"
gana energía opiniones ocu,260,33,0.88,0.50,395000,Informational,"Reviews, Video, People also ask, Image pack","1.00,1.00,1.00,0.81,0.53,1.00,0.65,0.81,0.53,0.65,0.53,1.00"
incremento anual del precio de la energía 2021,260,49,0.00,0.02,5610000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.02,0.31,0.02,0.25,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
la energía potencial,260,38,0.48,0.00,43700000,"Informational, Transactional","Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.81,1.00,0.05"
la energía que es,260,48,0.38,0.01,530000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.02"
la energía química,260,38,0.26,0.00,62800000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Video carousel, Knowledge panel","0.03,0.07,0.09,0.11,0.09,0.11,0.14,0.26,0.32,1.00,0.88,0.00"
la energía se mide en,260,27,0.00,0.00,48600000,Informational,"Featured snippet, Reviews, People also ask, Image pack, Video carousel","0.19,0.66,0.81,0.66,0.36,0.44,0.54,0.66,0.00,0.00,0.00,0.00"
la ley de conservación de energía,260,30,0.00,0.00,16900000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Video carousel, Knowledge panel","0.28,0.35,0.66,0.81,0.54,0.66,0.66,0.81,0.00,0.00,0.00,0.00"
ley de conservación de energía,260,30,0.00,0.00,16100000,Informational,"Reviews, Site links, Video, People also ask, Video carousel, Knowledge panel","0.28,0.35,0.66,0.81,0.54,0.66,0.66,0.81,0.00,0.00,0.00,0.00"
lidera energía,260,26,0.87,0.16,3990000,Navigational,"Reviews, Site links, Video carousel, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,1.00,0.16"
mi energía disa,260,15,0.67,0.16,76,"Informational, Transactional","Reviews, Video, Image pack, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.00,0.46,0.52"
necesito algo que me de energía,260,45,0.00,1.00,35100000,Informational,"Featured snippet, Reviews, People also ask, Image pack, Video carousel","1.00,1.00,0.81,0.65,0.53,0.81,1.00,1.00,0.81,0.53,0.21,0.15"
nexus energía clientes,260,25,1.40,0.08,205000,Transactional,"Reviews, Site links, FAQ","0.12,0.44,0.44,0.44,0.04,0.12,0.44,0.44,0.23,0.66,1.00,0.54"
nexus energía facturas,260,25,0.00,0.00,61200,Transactional,"Reviews, FAQ, Image pack","0.35,0.35,1.00,1.00,0.43"
pagar factura energía xxi online sin registrarse,260,36,0.93,0.08,51,Informational,"Reviews, People also ask","1.00,0.81,0.81,0.65,0.81,0.81,0.81,0.65,0.65,0.53,0.65,0.65"
pastillas para dar energía,260,27,0.28,1.00,1750000,Commercial,"Reviews, Site links, Video, Image, People also ask, Image pack","0.31,1.00,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.01,0.01,0.01"
principales fuentes de energía en españa 2020,260,32,0.29,0.03,9480000,Informational,"Reviews, Site links, People also ask, Image pack","0.66,0.66,0.81,1.00,0.35,0.35,0.35,0.81,0.29,0.10,0.06,0.04"
principales fuentes de energía en españa 2021,260,53,0.73,0.03,7360000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.09,0.12,0.36,0.36,0.23,0.29,0.29,1.00,0.54,0.29,0.12,0.04"
problemas aldro energía,260,17,0.57,0.23,3830,Informational,"Reviews, Site links, FAQ, People also ask, Image pack","0.53,0.53,0.53,0.82,0.53,0.82,0.82,1.00,0.43,0.43,0.28,0.17"
que son las fuentes de energía renovables,260,53,0.37,0.13,12400000,Informational,"Site links, FAQ, Video, People also ask, Knowledge panel","0.06,0.16,0.16,0.24,0.20,0.24,0.30,0.45,0.06,0.20,0.08,0.00"
qué es la energía nuclear,260,36,0.06,0.01,15900000,Informational,"Site links, Video, People also ask, Knowledge panel","0.14,0.29,0.43,0.81,0.35,0.66,0.66,1.00,0.43,0.81,0.43,0.10"
repsol energía,260,38,0.00,0.00,3620000,"Informational, Transactional","Reviews, Site links, Video, Top stories, People also ask, Twitter","0.03,0.03,0.08,0.08,0.08,0.16,0.13,0.20,0.10,0.10,0.13,1.00"
saras energía,260,28,0.00,0.00,55100000,"Informational, Navigational","Reviews, FAQ, Video, Image, Knowledge panel","0.44,0.36,0.36,0.29,0.23,0.29,0.36,0.36,0.54,0.66,0.81,1.00"
solicitud bono social energía xxi,260,31,0.76,0.04,348000,"Informational, Transactional","Reviews, Site links, Video, People also ask","0.22,0.35,0.43,0.66,0.35,0.43,0.66,0.81,0.81,0.81,0.81,1.00"
som energía,260,42,0.78,0.08,3390000,Navigational,"Local pack, Reviews, Site links, FAQ, Image pack, Knowledge panel","0.20,0.30,0.30,0.30,0.24,0.30,0.24,0.30,0.06,0.10,0.03,1.00"
somos energía,260,24,0.74,0.33,114000000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Video carousel","0.81,1.00,0.81,1.00,0.81,0.81,0.81,1.00,0.00,0.15,0.00,0.15"
son energía,260,63,1.00,0.25,489000000,"Informational, Navigational","Reviews, Site links, Video, People also ask, Twitter, Knowledge panel","0.66,0.82,1.00,0.82,0.53,0.82,0.66,0.82,0.53,0.43,0.35,0.43"
supradyn activo gummies adultos vitaminas y energía 70 uds,260,17,0.36,0.99,71,Transactional,"Reviews, People also ask, Shopping ads","0.02,1.00,0.02,0.25,0.04,0.02,0.11,0.02,0.01,0.02,0.01,0.02"
teléfono de aldro energía,260,33,1.34,0.43,26200,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.23,0.23,0.29,0.36,0.36,0.44,0.44,1.00,0.36,0.29,0.23,0.19"
teléfono energía xxi,260,38,1.42,0.28,90,Commercial,"Local pack, Reviews, Site links, FAQ, People also ask, Image pack","0.65,0.65,0.65,0.65,0.65,1.00,1.00,1.00,1.00,0.81,0.53,0.53"
tipos de energía y ejemplos,260,45,0.70,0.01,175000000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, Image, People also ask","0.10,0.19,0.23,0.29,0.12,0.23,0.36,0.54,0.44,0.81,0.54,0.07"
ventajas de la energía hidráulica,260,28,1.44,0.04,3250000,Informational,"Featured snippet, Reviews, FAQ, Video, People also ask","0.04,0.05,0.17,0.26,0.17,0.26,0.39,0.48,0.32,0.72,0.59,0.00"
ventajas de la energía mareomotriz,260,19,0.00,0.00,70800,Informational,"Featured snippet, Reviews, FAQ, People also ask, Video carousel","0.00,0.00,0.00,0.72,0.17,0.00,0.72,0.32,0.21,0.59,0.39,0.00"
ventajas de las energías renovables,260,37,0.40,0.08,7390000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask, Image pack","0.04,0.10,0.19,0.29,0.19,0.36,0.36,0.44,0.44,0.67,0.44,0.01"
aldro energía acceso clientes,210,32,0.84,0.20,87,Transactional,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.09,0.12,0.12,0.19,0.15,0.36,0.54,1.00,0.23,0.12,0.15,0.12"
aldro energía atención al cliente,210,42,0.76,0.39,7,Commercial,"Site links, People also ask","0.15,0.15,0.12,0.19,0.19,0.29,0.36,1.00,0.36,0.29,0.29,0.23"
aquilea crono-energía efectos secundarios,210,14,0.41,0.98,385,"Informational, Transactional","Reviews, Image, People also ask, Image pack","1.00,1.00,1.00,1.00,1.00"
arkovital pura energía opiniones,210,14,0.16,0.92,11800,"Informational, Transactional","Reviews, Image, Image pack, Video carousel","0.05,0.05,1.00,0.05,0.05,0.05,0.05,0.05,0.06,0.08,0.03,0.02"
aumentar la energía,210,37,0.00,0.98,177000000,Informational,"Featured snippet, People also ask, Image pack, Video carousel","1.00,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00"
aura energía,210,25,0.98,0.10,5180000,Navigational,"Reviews, Site links, FAQ, Image pack, Knowledge panel","0.35,0.53,0.53,1.00,0.53,0.43,0.53,0.43,0.43,0.28,0.17,0.23"
averías energía xxi,210,39,0.43,0.25,42,Transactional,"Local pack, Reviews, Site links, People also ask, Image pack","0.43,0.35,0.35,0.43,0.66,0.53,0.43,0.53,0.43,0.66,0.66,0.66"
baterías para almacenar energía solar,210,35,0.38,1.00,625000,"Informational, Commercial","Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.02,0.02,0.02,1.00,0.05,0.02,0.02,0.02,0.02,0.02,0.01,0.00"
bonàrea energía,210,30,0.63,0.04,91,Navigational,"Local pack, Reviews, Site links, FAQ, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.55,0.62,1.00"
ch energía,210,39,1.25,0.17,152000,Navigational,"Reviews, Site links, FAQ, People also ask, Knowledge panel","0.65,0.43,0.53,0.65,0.81,0.65,0.65,0.65,1.00,0.53,1.00,1.00"
chc energía clientes,210,28,0.00,0.00,34300,Navigational,"Reviews, Site links, FAQ, Video, People also ask","0.81,0.53,1.00,0.53,0.34,0.43,0.53,0.53,0.81,0.53,1.00,0.53"
chc energía facturas,210,28,0.70,0.04,12400,Navigational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.35,0.43,0.66,0.53,0.43,0.43,0.66,0.82,0.66,1.00,0.66,1.00"
chc energía tarifas,210,22,0.65,0.42,187000,"Informational, Transactional","Reviews, Video, People also ask, Image pack","0.54,0.29,0.29,0.43,0.43,0.43,0.66,1.00,0.54,0.35,0.29,0.29"
como se calcula el coste de la energía,210,27,0.57,0.04,2880000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.28,0.53,0.82,1.00,0.66,0.82,0.66,1.00,0.35,0.23,0.12,0.10"
conservación de la energía,210,36,0.00,0.00,35000000,Informational,"Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.11,0.18,0.28,0.35,0.28,0.44,0.35,0.44,0.44,0.66,0.81,0.06"
coste de la energía,210,43,0.64,0.16,20600000,"Informational, Commercial","Reviews, Site links, People also ask, Video carousel","0.53,0.53,0.53,0.66,0.66,0.66,0.66,0.66,0.53,1.00,0.17,0.35"
darse de baja en aldro energía,210,21,0.56,0.14,54,Informational,"Reviews, Site links, FAQ, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,1.00,0.16,0.20,0.10,0.06,0.04,0.03"
desventajas de las energías renovables,210,28,0.47,0.03,774000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.01,0.06,0.19,0.29,0.19,0.36,0.36,0.54,0.36,0.66,0.54,0.02"
diagrama del consumo mundial de energías primarias 2021,210,24,0.00,0.00,82,"Informational, Commercial",Image pack,"0.00,1.00,0.36,0.20,0.02,0.02,0.02,0.02,0.10,0.08,0.01,0.01"
ejemplo energía química,210,36,0.00,0.00,22700000,Informational,"Featured snippet, Reviews, FAQ, Video, Image, People also ask","0.04,0.07,0.10,0.13,0.07,0.13,0.20,0.30,0.00,0.00,0.00,0.00"
endesa energía sau,210,33,0.00,0.00,82900,Navigational,"Reviews, Site links, People also ask, Knowledge panel","0.65,0.80,0.80,0.80,0.65,1.00,1.00,1.00,1.00,0.53,0.80,0.80"
endesa energía sau área clientes,210,53,0.76,0.03,60,Informational,"Reviews, Site links, FAQ, People also ask","0.05,0.05,0.05,0.05,1.00,0.66,0.81,0.05,0.06,0.06,0.09,0.12"
energ,210,77,0.50,0.08,33600000,Commercial,"Local pack, Site links, People also ask, Image pack","0.53,0.53,0.80,1.00,0.80,1.00,0.80,1.00,0.80,0.80,0.80,0.80"
energico,210,30,0.00,0.01,3640000,Informational,"Reviews, People also ask","0.53,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.65,0.80,0.80,0.53"
energize 1 workbook,210,25,0.00,0.84,209000,Commercial,"Local pack, Reviews, Image, Image pack","0.01,1.00,0.55,0.01,0.08,0.01,0.03,0.01,0.01,0.01,0.01,0.03"
energizer pilas,210,32,0.21,1.00,98,"Informational, Transactional","Local pack, Video, Image, People also ask, Image pack","0.53,0.53,0.66,1.00,0.82,0.82,0.66,0.66,0.05,0.05,0.05,0.07"
energía de las piedras,210,25,0.13,0.73,17600000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","1.00,0.81,0.66,0.66,0.66,0.66,0.54,0.43,0.02,0.02,0.00,0.02"
energía electromagnética,210,25,0.57,0.01,5780000,Informational,"Site links, Image, People also ask, Video carousel, Knowledge panel","0.08,0.18,0.23,0.28,0.18,0.28,0.23,0.35,0.28,1.00,0.81,0.23"
energía en españa,210,49,0.91,0.12,166000000,Informational,"Featured snippet, Reviews, Video, People also ask, Video carousel, Twitter, Knowledge panel","0.23,0.29,0.44,0.54,0.23,0.29,0.36,1.00,0.36,0.00,0.00,0.23"
energía eolica en españa,210,49,0.48,0.15,4000000,Informational,"Featured snippet, Reviews, People also ask, Video carousel, Knowledge panel","0.53,0.53,1.00,1.00,0.82,0.66,0.66,1.00,0.00,0.00,0.00,0.00"
energía eólica en españa,210,48,0.48,0.15,4780000,Informational,"Featured snippet, Reviews, People also ask, Video carousel, Knowledge panel","0.43,0.43,0.82,1.00,0.66,0.53,0.53,1.00,0.02,0.07,0.00,0.02"
energía fotovoltaica ventajas y desventajas,210,28,0.69,0.87,107000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.53,0.43,0.65,0.81,0.53,0.65,0.53,1.00,0.65,0.81,0.53,0.43"
energía fusión nuclear,210,55,0.00,0.02,3800000,Informational,"Reviews, Site links, Video, Top stories, People also ask, Video carousel, Knowledge panel","0.04,0.04,0.05,0.06,0.03,1.00,0.45,0.06,0.00,0.00,0.00,0.00"
energía infinita con imanes,210,32,0.00,1.00,79,Informational,"Reviews, Video","0.18,0.43,0.66,1.00,0.43,0.66,0.43,0.66,0.29,0.35,0.22,0.29"
energía limpia,210,55,0.48,0.13,27200000,Informational,"Featured snippet, FAQ, Image, People also ask, Video carousel","0.35,0.53,0.66,0.82,0.66,0.66,0.66,1.00,0.35,0.28,0.23,0.12"
energía luminosa,210,36,0.00,0.00,6760000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask, Video carousel, Knowledge panel","0.14,0.29,1.00,0.54,0.14"
energía oscura,210,43,0.00,0.00,10100000,Informational,"Reviews, Site links, Video, Image, People also ask, Video carousel, Knowledge panel","0.43,0.82,1.00,0.82,0.66,0.66,0.53,0.53,0.53,0.53,0.43,0.82"
energía renovables,210,57,0.00,0.00,27000000,Informational,"Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.28,0.35,0.43,0.43,0.35,0.43,0.53,0.82,0.53,0.82,0.66,0.53"
energía siglo 21,210,48,1.41,0.28,25100000,Navigational,"Local pack, Reviews, Site links, Video, People also ask","0.80,0.80,0.80,0.65,0.65,1.00,0.80,1.00,0.80,0.80,0.65,0.65"
energía siglo xxi,210,41,1.36,0.07,17000000,Commercial,"Local pack, Reviews, Video, People also ask","0.29,0.29,0.29,0.35,0.35,0.54,0.54,0.54,0.54,0.54,1.00,0.43"
energía solar fotovoltaica precio,210,37,1.60,1.00,8200000,Transactional,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.03,0.08,0.45,1.00,0.03,0.20,0.03,0.03,0.02,0.03,0.02,0.02"
energía xxi cambio titular online,210,30,1.47,0.13,53,Informational,"Reviews, Site links, FAQ, People also ask, Image pack","0.81,0.65,0.81,0.65,0.43,0.65,0.65,0.65,0.34,0.43,0.43,0.34"
energía xxi endesa facturas,210,38,1.12,0.15,46800,"Informational, Transactional","Reviews, Video, People also ask, Image pack","0.66,0.29,0.54,0.00,0.14,1.00,0.54,0.35,0.35,0.35,0.43,0.43"
energía xxi factura,210,38,0.00,0.00,905000,"Informational, Transactional","Reviews, People also ask, Image pack, Video carousel","0.82,0.82,0.66,0.43,0.23,0.82,1.00,1.00,0.28,0.23,0.12,0.10"
energía xxi oficinas,210,40,1.13,0.04,57,Transactional,"Local pack, Reviews, People also ask, Image pack","0.65,0.65,0.65,0.65,0.53,1.00,0.65,0.81,0.12,0.65,0.65,0.65"
enérgicos,210,27,0.00,0.01,1590000,Informational,"Video, People also ask, Image pack","0.43,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.65,0.81,0.65,0.53"
estación de energía portátil leroy merlin,210,21,0.23,1.00,67,"Informational, Transactional","Video, Image, Image pack","0.53,0.43,0.81,1.00,0.65,0.53,0.43,0.81,0.81,1.00,0.65,0.81"
factor energía opiniones 2021,210,20,0.99,0.26,98,"Informational, Transactional","Local pack, Reviews, Site links, Video, People also ask","0.00,0.00,0.01,0.01,0.01,0.20,1.00,0.20,0.08,0.01,0.01,0.01"
fc energía área clientes,210,28,0.77,0.02,537000,Informational,"Featured snippet, Reviews, Site links","0.53,0.53,0.53,0.65,0.81,0.65,0.81,1.00,1.00,0.65,0.81,0.43"
feníe energía tarifas,210,25,0.76,0.52,58400,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack, Knowledge panel","0.14,0.14,0.14,0.35,0.22,0.66,0.54,1.00,0.66,0.54,0.35,0.54"
fotos de energía,210,28,0.00,0.00,93900000,"Informational, Commercial","Video, Image, Image pack","0.00,0.28,1.00,0.23,0.00"
frases con energía,210,26,0.00,0.00,26400000,Informational,"Reviews, Video, Image, Image pack","0.81,1.00,0.81,0.81,0.65,1.00,0.81,1.00,0.00,0.00,0.00,0.00"
frases de energía positiva,210,34,0.00,0.00,7370000,Informational,"Reviews, Video, Image, Image pack","0.66,0.53,0.53,0.43,0.35,0.43,0.43,0.43,1.00,0.82,1.00,0.82"
fuentes de energía renovables y no renovables,210,40,0.37,0.06,10900000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack, Video carousel, Shopping ads","0.04,0.15,0.12,0.15,0.12,0.19,0.29,0.36,0.36,0.81,0.66,0.04"
horas valle energía xxi,210,31,0.00,0.00,79,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.18,1.00,0.11,0.03,0.00"
imagina energía precios,210,18,0.82,0.66,511000,Transactional,"Reviews, Site links, Video, Image, People also ask, Image pack","0.00,0.00,0.00,1.00,0.81,0.67,0.01,0.19,0.05,0.05,0.04,0.04"
invertir en energías renovables 2021,210,28,1.51,0.74,663000,"Informational, Commercial","Reviews, Video, People also ask","0.04,0.04,1.00,1.00,0.09,0.04,0.02,0.02,0.02,0.02,0.02,0.02"
iris energía,210,22,0.00,0.00,6910000,"Informational, Transactional","Reviews, Site links, FAQ, Video, Image pack, Knowledge panel","0.65,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.53,0.43,0.28,0.43"
juan luis fernández garrido generador de energía,210,18,0.00,0.04,74200,Informational,"Reviews, Video, Image pack, Video carousel","0.00,0.00,0.00,1.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00"
la energía es,210,42,0.38,0.01,645000000,Informational,"Reviews, Site links, Video, People also ask, Knowledge panel","0.02,0.08,0.08,0.10,0.06,0.13,0.13,0.20,0.16,1.00,0.02,0.00"
la energía nuclear salvará el mundo,210,27,0.25,0.46,116000,"Informational, Transactional","Reviews, Video, People also ask, Image pack, Knowledge panel","0.66,1.00,0.82,0.66,0.82,0.82,0.53,0.66,0.35,0.23,0.23,0.28"
la fuente de energía,210,31,0.56,0.05,115000000,"Informational, Transactional","Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.02,0.05,0.05,0.09,0.05,0.09,0.11,0.17,0.32,1.00,0.32,0.00"
la unidad de medida de la energía,210,25,0.00,0.00,34900000,Informational,"Featured snippet, Reviews, Video, Image pack","0.23,0.82,0.82,0.53,0.28,0.43,0.53,0.53,0.43,0.82,0.66,0.12"
las energías renovables,210,59,0.41,0.16,32900000,Informational,"Featured snippet, Site links, FAQ, Top stories, People also ask, Video carousel, Knowledge panel","0.08,0.18,0.28,0.44,0.28,0.35,0.44,0.54,0.44,0.81,0.54,0.01"
las fuentes de energía renovables,210,57,0.37,0.13,11700000,Informational,"Featured snippet, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.03,0.07,0.07,0.11,0.09,0.11,0.14,0.21,0.17,1.00,0.26,0.01"
limpiar una casa de malas energías,210,25,0.38,0.32,566000,Informational,,"0.80,0.80,0.80,0.80,0.80,0.65,0.65,0.80,0.80,0.80,1.00,0.80"
lleno de energía call of duty mobile,210,25,0.00,0.00,72,Informational,"Reviews, Site links","0.54,0.01,0.19,0.54,0.02,0.44,0.15,0.01,0.00,0.00,0.02,0.02"
lúmina energía área clientes,210,12,0.00,0.12,2310,"Informational, Transactional",Image pack,"0.01,1.00,0.16,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01"
mi madre me absorbe la energía,210,28,0.00,0.00,976000,Informational,"Reviews, FAQ, Video, People also ask","0.00,0.03,0.06,1.00,0.81,0.44,0.54,0.44,0.44,0.44,0.66,0.66"
museo de la energía ponferrada precio,210,16,0.00,0.00,49,"Navigational, Transactional","Reviews, Site links, FAQ, Video, Image pack, Knowledge panel","0.48,0.59,1.00,0.04,0.17,0.04,0.04,0.04,0.14,0.07,0.05,0.14"
