Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
menu ahorro mcdonalds,260,33,0.14,0.08,71400,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.66,0.66,0.82,0.66,0.66,0.66,0.43,0.66,0.66,0.53,0.66,1.00"
meridiano club ahorro,260,23,0.00,0.00,521000,"Informational, Navigational","Reviews, Video, Knowledge panel","0.04,0.04,0.04,1.00,0.04,0.81,0.04,0.04,0.04,0.01,0.03,0.03"
metodos para ahorrar dinero,260,25,0.31,0.37,329000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.43,0.43,0.43,0.43,0.54,1.00,0.54,0.54,0.35,0.43,0.43,0.54"
más ahorro,260,25,0.00,0.00,166000000,Navigational,"Local pack, Reviews, Site links, Video, Image, Image pack","0.05,0.23,0.18,0.11,0.23,0.35,0.44,0.66,1.00,1.00,0.81,0.81"
paradoja del ahorro,260,19,0.00,0.00,836000,Informational,"People also ask, Video carousel, Knowledge panel","0.53,0.82,0.82,1.00,0.66,0.53,0.82,0.53,0.43,0.82,0.53,0.43"
plan ahorro,260,25,1.41,0.19,57600000,Informational,"Reviews, FAQ, Video, People also ask, Image pack, Twitter","0.19,0.19,0.19,0.19,0.19,0.36,0.36,0.36,0.44,0.81,0.81,1.00"
plan de ahorro caixabank,260,38,0.68,0.13,480000,"Navigational, Transactional","Reviews, Site links, People also ask, Image pack","0.16,0.13,0.07,1.00,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03"
plan de ahorros,260,24,1.26,0.40,13800000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.65,0.65,0.81,0.81,0.81,1.00,0.81,0.81,0.43,0.81,0.43,0.53"
punto ahorro,260,27,0.31,0.01,78300000,Navigational,"Reviews, Site links, FAQ, Video, Image, Image pack, Knowledge panel","0.43,0.43,0.43,0.53,0.35,0.66,0.82,0.82,1.00,1.00,1.00,1.00"
que es una cuenta de ahorro,260,40,0.30,0.09,178000000,Informational,"Reviews, FAQ, People also ask, Video carousel, Knowledge panel","0.53,0.66,0.66,0.82,0.53,0.66,0.66,0.82,0.66,1.00,0.66,0.53"
que meses llega el cheque ahorro carrefour 2022,260,22,0.00,0.01,69,Informational,"Reviews, People also ask","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.45,1.00,0.24,0.62"
seguro de ahorro unicaja,260,25,0.00,0.06,79000,Informational,"Reviews, Site links, Video, People also ask","0.04,0.02,0.04,0.11,1.00,0.02,0.08,0.02,0.01,0.01,0.01,0.02"
seguros de ahorro opiniones,260,18,0.42,0.35,7940000,Informational,"Reviews, Site links, Video, People also ask","0.20,0.05,0.24,0.13,0.05,0.05,1.00,0.05,0.05,0.08,0.08,0.08"
sinonimo de ahorrador,260,23,0.00,0.00,76,Informational,"Reviews, People also ask, Image pack","0.28,0.53,0.82,0.82,0.53,0.82,0.82,1.00,0.82,0.82,0.43,0.35"
sinonimo de ahorrar,260,25,0.00,0.00,98,Informational,"Reviews, Video, People also ask","0.34,0.65,0.81,0.81,0.65,0.81,0.81,1.00,1.00,0.81,0.53,0.43"
sinónimos de ahorro,260,22,0.00,0.00,86,Informational,"Reviews, Video, People also ask, Image pack","0.28,0.53,0.82,0.82,0.53,0.82,0.82,1.00,0.82,0.82,0.53,0.35"
5 formas de ahorrar agua,210,36,0.00,0.02,7510000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.01,0.04,0.05,1.00,0.17,0.17,0.59,0.14,0.04,0.07,0.04,0.02"
ahorra más,210,40,0.36,0.00,100,Navigational,"Local pack, Reviews, Site links, Image, Top stories, People also ask, Twitter, Knowledge panel","0.10,0.13,0.13,0.13,0.16,0.16,0.16,0.24,0.24,0.30,0.00,1.00"
ahorra seguros,210,45,1.61,0.35,14000000,Commercial,"Local pack, Reviews, Site links, FAQ, Video, People also ask, Image pack","0.65,0.80,1.00,0.80,0.80,0.65,0.80,0.65,0.53,0.65,1.00,0.65"
ahorradores compulsivos,210,31,0.00,0.00,3750,"Informational, Transactional","Reviews, Video, Image pack, Knowledge panel","0.01,0.01,0.00,0.01,1.00,0.55,0.08,0.06,0.03,0.03,0.02,0.03"
ahorrando agua,210,43,0.30,0.18,3240000,Informational,"Featured snippet, Site links, Image, People also ask, Video carousel","0.17,0.23,0.53,0.82,0.43,0.53,0.66,1.00,0.43,0.66,0.43,0.17"
ahorrando dinero,210,34,0.29,0.29,6390000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.66,0.66,0.66,0.66,0.53,1.00,0.66,0.66,0.43,0.07,0.12,0.07"
ahorrar 1000 euros al mes,210,21,0.00,0.01,9300000,Informational,"Video, People also ask, Image pack","0.04,0.04,0.04,0.13,0.16,1.00,0.04,0.04,0.01,0.03,0.03,0.01"
ahorrar factura de la luz,210,48,0.93,0.56,2610000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.29,0.29,0.36,0.36,0.23,0.36,0.36,0.66,0.19,0.12,0.12,0.06"
ahorrar factura luz,210,56,1.50,0.62,3090000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack, Video carousel","0.26,0.26,0.26,0.17,0.21,0.26,0.26,0.39,0.14,0.14,0.11,0.11"
ahorrar ingles,210,31,0.00,0.00,3240000,Informational,"Reviews, FAQ, Video, People also ask, Image pack","0.53,0.53,0.65,0.81,0.53,0.65,0.81,0.81,0.43,0.81,0.53,0.34"
ahorro bateria,210,39,0.15,0.07,2780000,Informational,"Reviews, People also ask, Image pack, Video carousel","1.00,1.00,1.00,1.00,1.00,1.00,0.80,0.80,0.80,0.80,0.80,0.80"
ahorro bateria iphone,210,41,0.03,0.03,444000,Informational,"Site links, Image, People also ask, Image pack, Video carousel","0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,1.00,0.65,0.80"
ahorro corporacion,210,31,0.63,0.02,834000,Navigational,"Reviews, Site links, FAQ, Knowledge panel","0.35,0.66,0.66,0.53,0.53,0.53,0.53,0.53,0.35,0.53,0.35,0.28"
ahorro de datos,210,34,0.36,0.05,102000000,Informational,"Reviews, People also ask, Image pack, Video carousel, Knowledge panel","1.00,0.80,0.80,0.80,0.65,0.65,0.65,0.65,1.00,0.80,0.80,0.65"
ahorro de ener,210,47,0.46,0.52,57800000,Informational,"Local pack, Reviews, Video, People also ask, Video carousel, Knowledge panel","0.43,0.53,0.66,0.53,0.43,0.53,0.53,0.82,0.53,0.53,0.53,0.28"
ahorro total alcorcon,210,25,0.30,0.86,56,"Informational, Transactional","Reviews, FAQ, Video, Image, Image pack, Knowledge panel, Adwords bottom","0.81,1.00,1.00,1.00,0.81,1.00,0.65,0.65,0.21,0.15,0.12,0.21"
ahorro total fuenlabrada,210,26,0.30,0.77,80,"Informational, Transactional","Reviews, Image, Image pack, Knowledge panel","0.65,0.65,0.65,0.81,0.43,0.65,0.65,0.65,0.65,0.65,0.43,0.53"
ahorro total madrid,210,24,0.27,0.98,15400000,Transactional,"Local pack, Reviews, Site links, FAQ, Video, Image","1.00,1.00,1.00,1.00,0.80,1.00,1.00,1.00,0.65,0.65,0.65,0.80"
ahorro total valencia,210,32,0.26,0.87,6080000,Navigational,"Reviews, Site links, Video, Image, Knowledge panel","0.20,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
ahorros en ingles,210,22,0.00,0.00,80,Informational,"Reviews, FAQ, Video, People also ask, Image pack","0.43,0.53,0.65,0.81,0.53,0.65,0.81,0.81,0.65,1.00,0.53,0.43"
ahorros flexibles binance opiniones,210,31,0.00,0.00,176000,Informational,"Reviews, Video, People also ask, Image pack, Video carousel","0.05,0.10,0.36,1.00,0.16,0.05,0.05,0.05,0.03,0.02,0.01,0.01"
bbva cuenta de ahorro,210,41,6.16,0.35,85,"Navigational, Transactional","Reviews, Video, People also ask, Image pack, Adwords top","0.35,0.43,0.43,0.35,0.35,0.43,0.35,0.35,0.81,1.00,0.81,0.43"
burger king menu ahorro,210,24,0.20,0.02,84,Navigational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","1.00,0.80,1.00,1.00,1.00,1.00,0.80,1.00,0.42,0.42,0.80,0.65"
caixabank ahorro,210,38,0.53,0.08,93,"Navigational, Transactional","Reviews, Site links, Video, Image, People also ask, Image pack","0.03,0.03,0.03,1.00,0.54,0.54,0.03,0.07,0.05,0.07,0.15,0.10"
caja de ahorros de asturias,210,23,0.00,0.01,481000,Commercial,"Local pack, Site links, Video, Image, Image pack, Knowledge panel","0.43,0.65,0.65,0.65,0.65,0.65,0.43,0.81,0.53,1.00,1.00,1.00"
capitalismo ahorro y trabajo duro,210,25,0.00,0.00,77,"Informational, Transactional","Reviews, Video, Image pack","0.66,0.82,0.66,0.66,0.66,0.53,0.35,0.53,0.35,0.35,0.28,0.28"
cheque ahorro carrefour 2020 fechas,210,15,0.00,0.00,56,Informational,"Reviews, Video, People also ask, Image pack","0.12,0.54,0.19,1.00,0.15,0.44,0.23,0.29,0.06,0.06,0.05,0.02"
cheque ahorro carrefour 2022 fechas,210,15,0.31,0.02,82,Informational,"Reviews, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.23,0.81,1.00,0.29,0.66,0.44,0.44"
club carrefour cheque ahorro,210,40,0.30,0.06,94800,"Navigational, Transactional","Reviews, Site links, People also ask, Image pack, Video carousel","0.43,0.81,0.43,0.81,0.65,0.43,0.43,0.65,0.65,0.65,0.65,1.00"
como ahorrar energia en casa,210,42,0.21,0.48,3180000,Informational,"Featured snippet, Reviews, FAQ, Video, People also ask, Image pack, Video carousel","0.12,0.23,0.35,0.66,0.35,0.35,0.66,1.00,0.53,1.00,0.43,0.28"
como ahorrar luz en casa,210,41,0.50,0.71,13400000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.35,0.54,0.44,0.44,0.23,0.44,0.44,1.00,0.15,0.11,0.08,0.15"
como hacer una maleta para ahorrar espacio,210,25,0.06,0.26,663000,Informational,"Video, Image, People also ask, Image pack, Video carousel","0.66,0.44,0.35,0.28,0.18,0.18,0.18,0.28,0.44,0.28,0.44,1.00"
como nos ayuda el ahorro a no tener deudas,210,13,0.00,0.03,1850000,Informational,"Reviews, FAQ, Video, People also ask","0.26,0.05,0.05,0.11,0.05,0.59,1.00,0.05,0.02,0.02,0.02,0.02"
como programar la calefacción para ahorrar,210,23,0.00,0.20,129000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.04,0.04,0.04,0.39,0.72,1.00,0.11,0.07,0.02,0.00,0.00,0.00"
como puedo ahorrar dinero,210,38,0.29,0.29,21700000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.66,0.66,0.66,0.66,0.53,1.00,0.66,0.66,0.10,0.53,0.17,0.28"
consejos para ahorrar agua,210,41,0.32,0.08,10100000,Informational,"Featured snippet, FAQ, People also ask, Image pack, Video carousel","0.04,0.06,0.29,0.44,0.29,0.36,0.36,1.00,0.29,0.36,0.19,0.06"
cte ahorro de energia,210,29,0.00,0.00,80900,"Informational, Transactional",Video,"1.00,0.23,1.00,0.09,0.23,0.09,0.54,0.09,0.02,0.02,0.02,0.02"
cuando es el cheque ahorro carrefour,210,25,0.00,0.00,92,Informational,"Reviews, Video, People also ask, Image pack","0.06,0.04,0.04,1.00,0.04,0.04,0.36,0.04,0.02,0.01,0.01,0.01"
cuando poner lavadora para ahorrar 2021,210,35,0.00,0.00,131000,Informational,"Featured snippet, Reviews, FAQ, Video, People also ask, Image pack","0.20,0.20,0.20,0.16,0.10,0.05,0.03,0.03,0.00,0.00,0.00,0.00"
cuando sale el cheque ahorro carrefour julio 2022,210,,0.31,0.01,,,,"0.02,1.00"
cuanta agua ahorra disneyland paris,210,19,0.00,0.00,100,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.07,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
cuanto dinero tiene ahorrado un español medio,210,37,0.00,0.00,405000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.43,0.35,0.43,0.53,0.53,0.53,0.35,0.53,1.00,0.66,0.53,0.53"
cuenta ahorro abanca,210,36,0.60,0.24,597000,"Navigational, Transactional","Reviews, Site links, FAQ, Video, People also ask","0.53,0.80,0.80,1.00,0.80,1.00,1.00,0.80,0.80,0.80,1.00,0.80"
cuenta ahorro la caixa sin comisiones,210,44,0.61,0.34,100,"Informational, Transactional","Reviews, Video, People also ask","1.00,0.66,0.53,1.00,0.66,0.82,0.66,0.43,0.35,0.23,0.10,0.10"
cuenta ahorro sabadell,210,43,42.46,0.21,844000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Video carousel, Adwords top","0.29,0.29,0.29,0.29,0.29,0.36,0.36,0.29,0.29,0.29,0.36,1.00"
cuenta ahorro santander sin comisiones,210,55,0.45,0.30,85,"Informational, Transactional","Reviews, Site links, FAQ, Video, People also ask, Image pack","0.00,0.18,1.00,0.43,0.29,0.29,0.81,0.54,0.35,0.54,0.35,0.35"
cuenta ahorros,210,43,0.62,0.73,29400000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.65,0.65,0.65,0.65,0.65,0.81,0.65,0.65,0.65,1.00,0.81,0.53"
cuenta de ahorro ing,210,34,0.88,0.39,5040000,"Informational, Transactional","Reviews, FAQ, Video, People also ask","0.80,1.00,1.00,1.00,0.53,1.00,1.00,1.00,0.65,0.65,0.53,0.65"
diferencia entre cuenta corriente y cuenta de ahorro,210,24,0.19,0.05,20400000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.34,0.53,0.81,0.65,0.53,0.65,0.81,1.00,0.65,1.00,0.53,0.34"
hucha ahorro,210,25,0.58,1.00,1600000,Commercial,"Reviews, Image, People also ask, Image pack, Video carousel","0.07,0.03,0.14,0.07,0.48,1.00,0.48,0.03,0.02,0.02,0.02,0.14"
imágenes de ahorro del agua,210,22,0.00,0.00,27100000,"Informational, Commercial","Video, Image, Image pack","0.18,1.00,0.11,0.03,0.00"
king ahorro precio,210,16,0.00,0.00,2760000,Transactional,"Reviews, Site links, Video, Image, People also ask, Image pack","0.43,0.53,0.53,0.43,0.53,0.43,0.43,1.00,0.82,0.66,0.53,0.82"
las mejores cuentas de ahorro,210,28,0.70,0.52,13600000,Commercial,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.80,0.80,0.80,0.80,0.80,1.00,0.80,0.80,0.80,1.00,1.00,1.00"
libreta de ahorro,210,27,0.69,0.83,1340000,Informational,"Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.53,0.80,1.00,1.00,0.80,1.00,1.00,1.00,0.80,1.00,0.65,0.65"
medidas de ahorro energetico,210,40,0.29,0.30,219000,Informational,"Site links, People also ask, Image pack, Video carousel","0.06,0.11,0.23,0.44,0.28,0.23,0.23,0.44,0.28,1.00,0.66,0.54"
medidas de ahorro energético,210,37,0.29,0.30,7130000,Informational,"People also ask, Image pack, Video carousel","0.06,0.11,0.18,0.35,0.23,0.18,0.18,0.44,0.35,1.00,0.81,0.54"
mejor cuenta ahorro sin nomina,210,31,0.74,0.56,94,Commercial,"Reviews, Site links, FAQ, Video, Image pack","0.66,0.82,0.53,0.35,0.53,0.53,0.53,0.28,0.23,0.43,0.43,0.53"
mejor cuenta de ahorro,210,35,0.70,0.52,98600000,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Video carousel","0.53,0.53,0.53,0.53,0.53,0.65,0.43,0.53,0.43,0.53,1.00,0.81"
mejor cuenta de ahorro sin nomina,210,30,0.93,0.34,96,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.32,0.17,1.00,0.26,0.39,0.03,0.02,0.02,0.00,0.02,0.01,0.04"
muebles ahorro total las ventas - tienda de muebles baratos,210,24,0.00,0.00,74,"Navigational, Transactional","Reviews, Site links, Video, Image, Image pack, Knowledge panel","0.01,1.00,0.25,0.01,0.01,0.01,0.02,0.01,0.01,0.00,0.00,0.01"
openbank cuenta ahorro,210,27,1.30,0.35,90,"Navigational, Transactional","Reviews, FAQ, Video, People also ask, Image pack","0.53,0.66,0.53,0.53,0.53,0.66,0.53,0.53,0.53,0.53,0.66,0.82"
para ahorrar carburante qué debe hacer,210,13,0.74,0.01,59600,Informational,"Reviews, Video, People also ask","0.66,0.66,0.53,0.53,0.35,0.43,0.53,0.53,0.43,0.35,0.43,0.53"
para ahorrar combustible es recomendable...,210,29,0.74,0.02,6990000,Informational,"Featured snippet, Reviews, Video carousel","0.53,0.53,0.43,0.43,0.35,0.43,0.43,0.53,0.28,0.43,0.43,1.00"
peligran los ahorros en españa,210,37,0.00,0.04,14600,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.54,0.02,0.05,0.05,0.02,0.02,1.00,0.36,0.19,0.44,0.66,0.54"
plan de ahorro santander,210,28,0.43,0.13,90,"Informational, Transactional","Reviews, Site links, Video, Image pack","0.53,0.53,0.43,0.82,0.53,0.66,0.53,0.53,0.53,0.43,0.43,0.35"
plan individual de ahorro sistemático,210,25,0.50,0.26,1080000,Informational,"Video, People also ask, Image pack","0.18,0.28,0.35,0.28,0.35,0.28,0.28,0.44,0.23,1.00,0.28,0.44"
plan seguro que ahorras,210,24,1.10,0.09,178000,Navigational,"Reviews, Site links","0.80,1.00,1.00,1.00,0.80,1.00,0.80,1.00,1.00,1.00,0.80,1.00"
plantilla ahorro céntimo pdf,210,,0.00,0.00,,,,"0.28,0.00,0.35,0.35,0.81,0.03,0.00,0.44,0.08,0.23,1.00,0.28"
próximo cheque ahorro carrefour 2022,210,20,0.60,0.09,79,Informational,"Reviews, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.36,0.23,0.81,0.66,0.81,0.66,1.00"
próximo cheque ahorro carrefour julio 2022,210,,0.55,0.06,,,,"0.02,1.00"
que es ahorrar,210,47,0.50,0.01,115000000,Informational,"Reviews, Site links, Video, People also ask, Knowledge panel","0.15,0.21,0.34,0.53,0.53,0.81,1.00,1.00,0.53,1.00,0.65,0.34"
quitar ahorro de energía,210,39,0.00,0.00,2000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.21,0.14,0.39,0.02,0.48,1.00,0.07,0.02,0.00,0.00,0.00,0.00"
reglas de ahorro,210,29,0.35,0.08,16800000,Informational,"Reviews, FAQ, People also ask, Image pack, Video carousel","0.05,0.01,0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01"
seguros de ahorro más rentables,210,25,0.77,0.65,538000,Commercial,"Reviews, Video, People also ask","0.12,0.12,0.12,0.44,0.12,0.44,0.36,0.12,0.09,0.12,0.19,0.19"
tasa de ahorro,210,30,0.00,0.00,23300000,Informational,"Video, People also ask, Image pack, Video carousel","0.23,0.04,0.23,1.00,0.04,1.00,0.04,0.07,0.05,0.12,0.15,0.07"
tener 100.000 euros ahorrados es mucho,210,23,0.67,0.03,7010,Informational,"Reviews, Video, People also ask, Image pack","0.00,0.00,0.00,0.08,0.23,0.35,0.54,1.00,1.00,0.66,0.81,1.00"
trucos para ahorrar dinero dia a dia,210,26,0.33,0.30,2460000,Informational,"People also ask, Video carousel","1.00,0.43,0.35,0.43,0.14,0.54,0.29,0.14,0.18,0.35,0.35,0.35"
una técnica para ahorrar combustible es...,210,35,0.75,0.01,1250000,Informational,"Featured snippet, People also ask, Video carousel","0.81,0.65,0.65,0.65,1.00"
abrir cuenta de ahorros bbva,170,42,6.00,0.45,84,"Navigational, Transactional","Reviews, Video, People also ask, Image pack, Adwords bottom","0.02,0.15,0.15,1.00,0.01,0.23,0.15,0.15,0.15,0.12,0.10,0.12"
ahorra luz hoy,170,42,0.36,0.30,6710000,"Informational, Transactional","Reviews, Site links, FAQ, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,1.00,0.32,0.39,0.26,0.11,0.11,0.11"
ahorra mas cerca de mi,170,33,0.56,0.01,92,Transactional,"Local pack, Reviews, Video, Image, People also ask, Image pack","0.04,0.04,0.05,0.05,0.06,0.05,0.04,0.05,0.00,0.13,0.62,1.00"
ahorra mas horarios,170,33,0.00,0.00,60,Informational,"Local pack, Reviews, Site links, People also ask, Image pack","0.53,0.53,0.66,0.53,1.00,0.66,0.43,0.35,0.12,0.10,0.07,0.07"
ahorra mas madrid,170,32,0.00,0.00,6730000,Navigational,"Local pack, Reviews, Site links, FAQ, Video, Image, People also ask","0.53,0.53,0.66,0.53,0.53,0.43,0.35,0.53,0.43,0.43,0.28,0.43"
ahorra mas toledo,170,27,0.00,0.00,501000,Navigational,"Local pack, Reviews, Site links, Image, People also ask, Image pack","1.00,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.10,0.01,0.10,0.10"
ahorradores de potasio,170,26,0.00,0.03,198000,Informational,"Site links, Video, People also ask, Image pack","0.34,0.53,0.65,0.65,0.65,1.00,0.53,0.53,0.53,0.81,0.65,0.34"
ahorrar el agua,170,41,0.30,0.18,25100000,Informational,"Featured snippet, Reviews, People also ask, Image pack, Video carousel","0.15,0.21,0.53,0.81,0.43,0.53,0.65,1.00,0.43,0.65,0.53,0.28"
ahorrar electricidad,170,52,0.62,0.47,7920000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.34,0.53,0.53,0.53,0.43,0.43,0.53,1.00,0.34,0.28,0.28,0.21"
ahorrar en la compra,170,24,0.46,0.26,32600000,Informational,"Reviews, Site links, Video, Video carousel","0.53,0.65,0.53,0.53,0.34,0.53,0.53,1.00,0.53,0.43,0.53,0.65"
ahorrar luz en casa,170,50,0.92,0.89,13200000,Informational,"Featured snippet, Reviews, Site links, Video carousel","0.35,0.43,0.43,0.43,0.35,0.43,0.43,1.00,0.35,0.23,0.23,0.17"
ahorrate el iva carrefour,170,28,1.35,0.12,63,"Informational, Transactional","Reviews, People also ask, Image pack, Video carousel","0.08,0.01,0.54,0.35,0.35,1.00,0.06,0.11,0.11,0.66,0.11,0.05"
ahorrativo,170,24,0.66,0.02,248000,Commercial,"Reviews, People also ask, Video carousel","0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.80,0.65,1.00,0.65,0.53"
ahorro de enrgia,170,41,0.46,0.52,12300000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.43,0.53,0.65,0.53,0.43,0.53,0.53,0.81,0.53,0.65,0.53,0.28"
ahorro de luz,170,50,0.67,0.63,34000000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.35,0.28,0.35,0.44,0.35,0.28,0.35,0.44,0.28,0.23,0.23,0.18"
ahorro eneegetico,170,37,0.49,0.14,18900000,Informational,"Reviews, Top stories, People also ask, Image pack, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00"
ahorro muebles,170,29,0.24,0.85,82,Commercial,"Local pack, Reviews, Site links, Video, Image, Image pack","0.53,0.53,0.53,0.53,0.42,0.65,0.65,0.80,0.53,1.00,0.53,0.65"
ahorro tinta,170,29,0.69,0.09,4120000,Navigational,"Reviews, Site links, Image, Image pack, Video carousel, Knowledge panel","0.42,0.53,0.65,0.65,0.65,0.65,0.65,0.80,0.80,1.00,0.80,0.80"
ahorro total dormitorios,170,17,0.19,1.00,65,Transactional,"Reviews, Site links, Video, Image, Image pack, Video carousel","1.00,0.80,1.00,0.80,0.52,1.00,0.80,1.00,0.80,0.80,0.66,0.80"
ahorro total salones,170,18,0.23,1.00,84,"Informational, Transactional","Reviews, Video, Image, Image pack, Video carousel","0.10,1.00,0.03,0.16,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.01"
app ahorrar luz,170,30,0.45,0.25,6620000,Informational,"Reviews, People also ask, Image pack","0.18,0.29,0.66,0.66,0.43,0.35,0.22,1.00,0.43,0.14,0.10,0.10"
aprender a ahorrar,170,22,0.27,0.71,11000000,Informational,"Reviews, FAQ, Video, People also ask, Video carousel","0.43,1.00,0.07,1.00,0.17,1.00,0.00,0.35,0.12,0.28,0.17,0.23"
base liquidable del ahorro,170,15,0.02,0.01,103000,Informational,"Site links, Video, People also ask, Image pack","0.08,0.11,0.18,0.18,0.18,0.18,0.18,0.18,0.81,0.54,0.44,0.08"
bbva ahorro,170,40,7.36,0.13,6760000,"Navigational, Transactional","Reviews, Video, People also ask","0.34,0.43,0.34,0.81,1.00,0.65,0.34,0.34,0.34,0.34,0.34,0.34"
cada cuanto sale el cheque ahorro de carrefour,170,23,0.99,0.05,85,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.02,0.02,0.02,0.30,0.36,0.36,0.02,0.02,0.01,0.02,0.01,0.01"
caja de ahorros y monte de piedad de navarra,170,20,0.00,0.01,78,Informational,"Site links, Image pack, Knowledge panel","0.12,0.12,0.44,0.44,0.12,0.12,0.12,0.12,0.06,0.09,0.06,0.06"
caja general de ahorros de canarias,170,22,0.00,0.00,290000,"Informational, Transactional","Reviews, Site links, Image pack, Knowledge panel","0.10,0.54,1.00,0.10,0.29,0.29,0.29,0.10,0.06,0.10,0.08,0.10"
caja general de ahorros granada,170,18,0.00,0.00,661000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Knowledge panel","0.53,1.00,0.65,0.53,0.53,0.53,0.53,0.80,0.53,0.53,0.80,0.80"
cheque ahorro,170,16,0.30,0.03,4210000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.53,0.53,0.53,1.00,0.42,0.53,0.42,0.80,0.42,0.65,0.53,0.65"
clima ahorro,170,26,1.32,0.97,19600000,Navigational,"Local pack, Reviews, Site links, Video","0.34,0.34,0.43,0.81,0.53,0.65,0.81,0.53,0.53,1.00,1.00,1.00"
como ahorrar agua en casa,170,39,0.20,0.55,18600000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.23,0.28,0.82,1.00,0.43,0.66,0.53,1.00,0.35,0.43,0.23,0.12"
como ahorrar aire acondicionado,170,27,0.20,0.29,9120000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.08"
como ahorrar dinero al mes,170,25,0.33,0.21,14100000,Informational,"Reviews, Site links, Video, People also ask, Video carousel","0.81,0.81,1.00,1.00,0.81,0.65,0.15,0.21,0.21,0.21,0.21,0.28"
como ahorrar dinero en un mes,170,25,0.33,0.21,13800000,Informational,"Reviews, Site links, People also ask, Video carousel","0.81,0.81,1.00,1.00,0.81,0.65,0.15,0.21,0.15,0.28,0.21,0.28"
como ahorrar en la factura del gas,170,28,0.73,0.47,1160000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.01,0.03,0.03,1.00,0.01,0.29,0.44,0.19,0.15,0.04,0.04,0.05"
como ahorrar luz en españa,170,45,0.81,0.63,8200000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.23,0.07,0.23,0.67,0.36,0.07,0.15,0.07,0.03,0.02,0.02,0.03"
como ahorrar para comprar una casa,170,20,0.61,0.37,25400000,Informational,"Reviews, People also ask, Video carousel","1.00,0.80,0.66,0.66,0.66,1.00,0.80,0.80,0.80,1.00,0.66,0.80"
como conseguir hipoteca sin ahorros,170,16,1.60,0.83,255000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel","0.80,0.80,0.66,0.66,0.52,1.00,0.80,1.00,0.80,1.00,0.80,0.66"
como pedir una hipoteca sin ahorros,170,19,1.44,0.81,876000,Informational,"Reviews, Site links, FAQ, Video, People also ask","0.03,0.15,0.05,0.03,0.03,1.00,0.44,0.10,0.15,0.12,0.10,0.10"
