Marca,Modelo,Imagen,Consumo_en_modo_encendido_en_el_rango_dinámico_normal_SDR,Clase_de_eficiencia_energetica_en_el_modo_de_alto_rango_dinamico_HDR,Consumo_en_modo_encendido_para_el_alto_rango_dinámico_HDR,Tipo
 TCL , 32S5200X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, G, 42, Televisión
 TCL , 40S5203X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 39, G, 62, Televisión
 TCL , 32S6203X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, G, 42, Televisión
 Sylvox , OT65A1CAGC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 93, -, -, Televisión
 TCL , 32S5201X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, G, 42, Televisión
 TCL , 32S5209X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, G, 42, Televisión
 TCL , 32S6200X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, G, 42, Televisión
 TCL , 32S6201X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, G, 42, Televisión
 TCL , 32S6209X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, G, 42, Televisión
 TCL , 32A5000X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, G, 42, Televisión
 TCL , 40S6209X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 39, G, 62, Televisión
 VIVAX , TV-40LE114T2S2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 44, -, -, Televisión
 LG Electronics , 43UN700P ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 54,2", G," 81,9", Monitor
 LG Electronics , 43BN70UP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 54,2", G," 81,9", Monitor
 ViewSonic , VS19251(VP2456) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 14, -, -, Monitor
 METZ , 32MTD3001Z ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, D, 20, Televisión
 METZ , 40MTD3001Z ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 36, E, 37, Televisión
 F&U , FL24115 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 18, -, -, Televisión
 Panasonic , TX-32LS500E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, G, 43, Televisión
 TCL , 40S5201X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 39, G, 62, Televisión
 Panasonic , TX-24LSW504S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 21, -, -, Televisión
 VIVAX , B Series 32LE20K  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 33, G, 33, Televisión
 BenQ , RP6503 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 191, -, -, Señalización
 Panasonic , TX-77LZC2004 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 146, G, 222, Televisión
 Panasonic , TX-43LXW704 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 53, G, 84, Televisión
 TCL , 40S6200X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 39, G, 62, Televisión
 TCL , 40S6203X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 39, G, 62, Televisión
 TCL , 40S5200X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 39, G, 62, Televisión
 TCL , 40S5209X2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 39, G, 62, Televisión
 BenQ , RE6503 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 251, -, -, Señalización
 TCL , 85C735KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 203, G, 361, Televisión
 TCL , 55P639KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 59, G, 90, Televisión
 TCL , 58P639KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 65, G, 95, Televisión
 TCL , 65P639KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 98, G, 125, Televisión
 TCL , 75P639KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 120, G, 210, Televisión
 TCL , 43P639KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 48, G, 74, Televisión
 Panasonic , TX-55LZ800E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 83, G, 101, Televisión
 Panasonic , TX-65LZC1505 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 103, G, 138, Televisión
 Panasonic , TX-55LZF1507 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 83, G, 109, Televisión
 VIVAX , B Series 40LE20K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 47, G, 47, Televisión
 Panasonic , TX-49LXN978 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 68, G, 113, Televisión
 Panasonic , TX-55LX970E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 79, G, 167, Televisión
 Panasonic , TX-55LZ1000E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 83, G, 102, Televisión
 Panasonic , TX-55LZ2000E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 84, G, 132, Televisión
 Hannspree , HO220PTA(HSG1483) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 16, -, -, Monitor
 TCL , 40S5200KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 39, G, 62, Televisión
 TCL , 40S5209KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 39, G, 62, Televisión
 Metz , Lunis 42TY92 OLED twin R ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 58, G, 71, Televisión
 Panasonic , TX-65LZC1506 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 103, G, 138, Televisión
 TELEFUNKEN , TE43553B42V2KZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 42, G, 60, Televisión
 TELEFUNKEN , TE24553B42V2DZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, G, 32, Televisión
 TELEFUNKEN , TE32553B45V2DZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 45, Televisión
 TCL , 50P639KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 58, G, 85, Televisión
 BOIFUN , BFN-161 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png," 6,7", -," 0,3", Monitor
 Panasonic , TX-48LZC1506 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 66, G, 79, Televisión
 Sylvox , OT43A1CAGE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, -, -, Televisión
 Panasonic , TX-65LZ1500E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 103, G, 138, Televisión
 Sylvox , OQ43A1CAGE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, -, -, Televisión
 Panasonic , TX-43LXF977 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 86, Televisión
 Panasonic , TX-43LX700E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 53, G, 84, Televisión
 LG Electronics Inc. , 75UP77109LC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 141, G, 185, Televisión
 Panasonic , TX-49LX970E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 68, G, 113, Televisión
 SHARP , 1T-C32FAx ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, -, -, Televisión
 TechniSat , TECHNIVISION HD32AO MOBIL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 45, Televisión
 TechniSat , TECHNIVISION HD32AW MOBIL ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 45, Televisión
 TCL , 43RC630KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 60, G, 95, Televisión
 Samsung , S55BG970NU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 84, G, 205, Monitor
 TCL , 43RC630X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 60, G, 95, Televisión
 TechniSat , TECHNIVISION HD24A ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, G, 32, Televisión
 VIVAX , A Series 50UHD10K  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 87, G, 87, Televisión
 Samsung , QM55B-T ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 107, -, -, Señalización
 Panasonic , TX-75LXW944 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 133, G, 297, Televisión
 LG Electronics , 38BQ85C ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 33,6", G," 46,8", Monitor
 Samsung , HG55BU800EA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 88, G, 130, Televisión
 Samsung , HG50BU800EA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 77, G, 113, Televisión
 Samsung , HG65BU800EA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 124, G, 179, Televisión
 Samsung , HG75BU800EA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 156, G, 231, Televisión
 VIVAX , A Series 32LE10K  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 33, G, 33, Televisión
 LG Electronics , 32UQ750 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 39,7", G," 64,6", Monitor
 JVC , LT-24VAH3035 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, F, 22, Televisión
 TELEFUNKEN , TE40550G54V4DAZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 45, F, 45, Televisión
 TELEFUNKEN , TE32553G54V4DAZ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, F, 32, Televisión
 ViewSonic , VS19257(VX3218C-2K) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, G, 36, Monitor
 SmartTech , 50UV10V1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 53, E, 54, Televisión
 ViewSonic , VS18401(VX2718-2KPC-MHDJ) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 29, G, 32, Monitor
 LG Electronics Inc. , 42LX3Q3LA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 52, G, 94, Televisión
 Panasonic , TX-48LZ1500E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 66, G, 79, Televisión
 LG Electronics Inc. , 42LX3Q9LA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 52, G, 94, Televisión
 LG Electronics Inc. , 42LX3Q6LA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 52, G, 94, Televisión
 EIZO , FlexScan S1504 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png, 7, -, -, Monitor
 IIYAMA CORPORATION , XU2793HS-B5 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 20,3", -, -, Monitor
 IIYAMA CORPORATION , XUB2793HS-B5 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 20,3", -, -, Monitor
 IIYAMA CORPORATION , XUB2793HSU-B5 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 20,3", -, -, Monitor
 IIYAMA CORPORATION , XU2494HS-B2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 16,1", -, -, Monitor
 WORTMANN/Terra , LCD/LED 2727W ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 20,4", -, -, Monitor
 SmartTech , 43UV10V1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 50, F, 51, Televisión
 SmartTech , 55UV10V1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 63, E, 64, Televisión
 UNV Technology EUROPE B.V. , MW3232-V-K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 23,5", -, -, Monitor
 IIYAMA CORPORATION , XUB2494HSU-B2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 16,1", -, -, Monitor
 LG Electronics , 24GN60R ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 17,8", G," 23,5", Monitor
 IIYAMA CORPORATION , XU2793HSU-B5 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 20,3", -, -, Monitor
 IIYAMA CORPORATION , XU2494HSU-B2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 16,1", -, -, Monitor
 SmartTech , 40FV10V1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 36, -, -, Televisión
 SmartTech , 43FV10T1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 42, -, -, Televisión
 IIYAMA CORPORATION , XUB2494HS-B2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 16,1", -, -, Monitor
 Caixun , CM24F1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 18, -, -, Monitor
 DIGIQUEST SOLUTIONS SRL , TV00081 TV24 DLHR 12V DIGIQUEST ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 18, -, -, Televisión
 EKLYPS , EK32FX300VS ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, F, 27, Televisión
 LG Electronics , 27BQ75QC ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 24,8", G," 40,8", Monitor
 TELE System , PALCO22 LX FHD SLIM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 19, -, -, Televisión
 TELE System , SMART22 LX FHD SLIM  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 19, -, -, Televisión
 LG Electronics , 27GN60R ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 21,5", F," 23,7", Monitor
 LG Electronics , 32GN50R ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 26,9", G," 35,9", Monitor
 acer , VG271U M ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 26, G, 49, Monitor
 LG Electronics , 27BQ75QB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 24,8", G," 40,8", Monitor
 ok. , OTV 40GF-5022S ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 39, -, -, Televisión
 ARYOND , A32 V1.3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 48, Monitor
 LOEWE. , bild v.48 dr+ 60412*52 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 76, G, 72, Televisión
 FOX , 42AOS430E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 51, -, -, Televisión
 SHARP , PN-HC651 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 165, G, 165, Señalización
 IIYAMA CORPORATION , G2770QSU-B1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 31,9", G," 38,5", Monitor
 LOEWE. , bild v.48 60412*12 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 76, G, 72, Televisión
 TCL , 98C735KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 240, G, 375, Televisión
 FOX , 42DTV230E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 49, -, -, Televisión
 VIVAX , A Series 58UHD10K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 113, G, 113, Televisión
 SHARP , 1T-C32FEx ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, -, -, Televisión
 Hyundai , QLX65840GSMART ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 85, G, 195, Televisión
 GoGEN , TVQ65X852GWEB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 85, G, 195, Televisión
 Hyundai , QLX50840GSMART ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 54, G, 101, Televisión
 LG Electronics , 24GN65R ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 17,8", G," 23,5", Monitor
 DIGIQUEST SOLUTIONS SRL , TV00070 - TV24 DLHR DIGIQUEST  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 18, -, -, Televisión
 DIGIQUEST SOLUTIONS SRL , TV00071 - TV32 DLHR DIGIQUEST ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, -, -, Televisión
 GoGEN , TVQ55X852GWEB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 64, G, 123, Televisión
 SHARP , 1T-C32FE2KF2FB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 26, -, -, Televisión
 Hyundai , QLX55840GSMART ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 64, G, 123, Televisión
 GoGEN , TVQ50X852GWEB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 54, G, 101, Televisión
 HKC , 43D1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 50, -, -, Televisión
 LG Electronics , 27GN65R ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 21,5", F," 23,7", Monitor
 GoGEN , TVQ43X852GWEB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, G, 92, Televisión
 LG Electronics , 32GN55R ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 26,9", G," 35,9", Monitor
 Hyundai , QLX43840GSMART ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, G, 92, Televisión
 VIVAX , A Series 43UHD10K  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 66, G, 66, Televisión
 POLAROID , P50UAM2272U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 69, G, 105, Televisión
 POLAROID , PA50U5402PXK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 69, G, 105, Televisión
" HP, Inc. ", Engage 15t (HSD-0138-A) ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 9, -, -, Monitor
 Panasonic , TX-65LX700E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 91, G, 154, Televisión
 BenQ , RP8603 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 342, -, -, Señalización
