Type,Title,eclrow,Content,eclrow2,Content3,eclrow5,Image
 GALANTA , BCE 300K ,Standing loss, 50,Storage volume, 272, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , BCE 200K60 ,Standing loss, 53,Storage volume, 193, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , FV15060S2 ,Standing loss, 47,Storage volume, 141, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , WV10046S21R ,Standing loss, 47,Storage volume, 89, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , WV12046S21R ,Standing loss, 51,Storage volume, 111, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , BCE 80R ,Standing loss, 60,Storage volume, 75, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 GALANTA , BCE 60 ,Standing loss, 56,Storage volume, 64, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Družstevní závody Dražice - strojírna s.r.o. ," OKCE 125.1 NTR/HV/2,2kW ",Standing loss, 33,Storage volume, 107, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Družstevní závody Dražice - strojírna s.r.o. ," OKCE 100.1 NTR/HV/2,2kW ",Standing loss, 29,Storage volume, 83, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ZUG Elektromet  , SOLEI TOP 120 ,Standing loss, 50,Storage volume, 108, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ZUG Elektromet  , SOLEI TOP 100  ,Standing loss, 47,Storage volume, 89, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ZUG Elektromet  , WGJ-PC MIDI 300 ,Standing loss, 74,Storage volume, 280, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , V 160 60 ACF ,Standing loss, 49,Storage volume, 163, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ONNLINE , COF427 ,Standing loss, 54,Storage volume, 103, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ONNLINE , COF428 ,Standing loss, 50,Storage volume, 85, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ONNLINE , COF426 ,Standing loss, 58,Storage volume, 114, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ONNLINE , COF429 ,Standing loss, 62,Storage volume, 132, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , V 200 60 ACF ,Standing loss, 56,Storage volume, 202, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 FONDITAL S.p.A. , WHPF 500 PU ,Standing loss, 114,Storage volume, 473, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FONDITAL S.p.A. , WHPF 300 PU ,Standing loss, 82,Storage volume, 277, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 FONDITAL S.p.A. , WHPF 200 PU ,Standing loss, 68,Storage volume, 203, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 STIEBEL ELTRON , HSBB 180 S Plus ,Standing loss, 54,Storage volume, 195, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Tecalor , TSBB 180 ,Standing loss, 54,Storage volume, 195, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 STIEBEL ELTRON , HSBC 180 S Plus ,Standing loss, 54,Storage volume, 195, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Tecalor , TSBC 180 ,Standing loss, 54,Storage volume, 195, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Hoval , 1-DuoVal (100/300) ,Standing loss, 105,Storage volume, 420, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 COSMOGAS , FS 500 ,Standing loss, 114,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 COSMOGAS , FS 300 ,Standing loss, 82,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Buderus , 8732928457 ,Standing loss, 67,Storage volume, 287, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Bosch , 8732928462 ,Standing loss, 67,Storage volume, 287, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Buderus , 8735100982 ,Standing loss, 86,Storage volume, 347, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 8735100976 ,Standing loss, 95,Storage volume, 426, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 8735100975 ,Standing loss, 86,Storage volume, 347, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Buderus , 8735100983 ,Standing loss, 95,Storage volume, 426, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , V 100 55 ACF ,Standing loss, 34,Storage volume, 101, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ELCO , VISTRON W 65H 3725482 ,Standing loss, 41,Storage volume, 63, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ELCO , VISTRON W 65V 3725481 ,Standing loss, 41,Storage volume, 63, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Tiki , Buffer 50 ,Standing loss, 46,Storage volume, 51, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ELDOM , BCS2 200K60 ,Standing loss, 49,Storage volume, 184, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , EV 2x12 S 200 60 PS ,Standing loss, 59,Storage volume, 186, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 METRO THERM , 6050 ,Standing loss, 55,Storage volume, 134, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , EV 1000 101 B DN18 ,Standing loss, 143,Storage volume, 974, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , EV 7/5 S2 200 60 45D ,Standing loss, 59,Storage volume, 192, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , V 200 60 ACF PS ,Standing loss, 56,Storage volume, 202, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Itho Daalderop , 03-00627 I-WPV 240L ,Standing loss, 46,Storage volume, 240, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 OSO Hotwater AS , AS 100 3+3kW x230V ,Standing loss, 57,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Družstevní závody Dražice - strojírna s.r.o. , OKC 100.1 NTR/HV ,Standing loss, 29,Storage volume, 85, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 Družstevní závody Dražice - strojírna s.r.o. , OKC 125.1 NTR/HV ,Standing loss, 33,Storage volume, 111, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 TESY , EV 2x4 2x9 S2 200 60 PS ,Standing loss, 59,Storage volume, 185, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , V 160 60 ACF PS ,Standing loss, 49,Storage volume, 163, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Galmet , SG(B) 200 (MAXI 71-2041**) ,Standing loss, 60,Storage volume, 202, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
  KOSPEL sp. z o.o. , SWP-300 ,Standing loss, 96,Storage volume, 295, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
  KOSPEL sp. z o.o. , SWP-200 ,Standing loss, 59,Storage volume, 199, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaTherm 300 ,Standing loss, 67,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaTherm 500 ,Standing loss, 79,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaTherm Solar 500 ,Standing loss, 79,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaEco 500 EEK B ,Standing loss, 83,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaWell Solar 500 EEK B ,Standing loss, 83,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaTherm 200 ,Standing loss, 57,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaTherm Solar 300 ,Standing loss, 67,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Viessmann Werke GmbH & Co. KG , 7938980 Vitocell 100-W CVSA 200 L ,Standing loss, 57,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Viessmann Werke GmbH & Co. KG , 7938981 Vitocell 100-W CVSA 260 L ,Standing loss, 71,Storage volume, 260, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB Empawell 500 EEK B ,Standing loss, 83,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Viessmann Werke GmbH & Co. KG , 7938973 Vitocell 100-W CVBA 250 L ,Standing loss, 75,Storage volume, 250, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Viessmann Werke GmbH & Co. KG , 7938975 Vitocell 100-W CVBA 300 L ,Standing loss, 75,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Viessmann Werke GmbH & Co. KG , 7938972 Vitocell 100-W CVBA 190 L ,Standing loss, 62,Storage volume, 190, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaCompact 500 ,Standing loss, 85,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaWell Solar 500 ,Standing loss, 88,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Viessmann Werke GmbH & Co. KG , 7938979 Vitocell 100-W CVE 300 L ,Standing loss, 75,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Viessmann Werke GmbH & Co. KG , 7938982 Vitocell 100-W CVSA 300 L ,Standing loss, 76,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaEco 500 ,Standing loss, 85,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaEco mit Schichtladeeinrichtung 500 ,Standing loss, 85,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 KWB Kraft und Wärme aus Biomasse GmbH , KWB EmpaWell 500 ,Standing loss, 88,Storage volume, 491, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ZUG Elektromet  , BJB 100 (E)  ,Standing loss, 34,Storage volume, 96, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ZUG Elektromet  , WGJ-S 500 MAX+ ,Standing loss, 67,Storage volume, 469, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , V 100 55 ACF PS ,Standing loss, 34,Storage volume, 101, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 TESY , GCV7/4S 1004430 B12 TSRP2 (TIN: 305521) ,Standing loss, 67,Storage volume, 95, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV7/4SL 1004430 B12 TSRP2 (TIN: 305522) ,Standing loss, 67,Storage volume, 95, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV6S 804430 B12 TSRP (TIN: 305529) ,Standing loss, 61,Storage volume, 79, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV9S 1004430 B12 TSRP (TIN: 305517) ,Standing loss, 67,Storage volume, 96, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCVSL 803830 B12 TSRP (TIN: 305528) ,Standing loss, 43,Storage volume, 77, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV6SL 804430 B12 TSRP (TIN: 305530) ,Standing loss, 61,Storage volume, 79, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , GCV9SL 1004430 B12 TSRP (TIN: 305520) ,Standing loss, 67,Storage volume, 96, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 ZUG Elektromet  , WGJ-PCB 250-120  ,Standing loss, 40,Storage volume, 248, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 ZUG Elektromet  , WGJ-PCB 180-80 ,Standing loss, 38,Storage volume, 159, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , EV 2x9 2x14 S2 800 95 HP DN18 ,Standing loss, 128,Storage volume, 741, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 TESY , EV 2x9 2x17 S2 1000 101 HP DN18 ,Standing loss, 143,Storage volume, 921, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Itho Daalderop , 03-00626 I-WPV  200L ,Standing loss, 39,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-MediumGreen.png
 GALANTA , WV12046SR ,Standing loss, 51,Storage volume, 112, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Tiki , Space A3 200  ,Standing loss, 58,Storage volume, 190, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 TESY , EV 800 95 DN18 ,Standing loss, 128,Storage volume, 796, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 STYX , BC1S CD1 450 STY 7B 3070607 ,Standing loss, 81,Storage volume, 454, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 FLECK , IFP CD1 300 FLE 7B 3070611 ,Standing loss, 70,Storage volume, 295, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , BC1S CD1 200 ARI 7B 3070608 ,Standing loss, 61,Storage volume, 197, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chaffoteaux , BC1S CD1 200 CHX 7B 3070602 ,Standing loss, 61,Storage volume, 197, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chaffoteaux , BC1S CD1 450 CHX 7B 3070604 ,Standing loss, 81,Storage volume, 454, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chaffoteaux , AS2S CD2 450 CHX 7B 3070615 ,Standing loss, 80,Storage volume, 447, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 STYX , BC1S CD1 300 STY 7B 3070606 ,Standing loss, 70,Storage volume, 295, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chaffoteaux , AS2S CD2 200 CHX 7B 3070613 ,Standing loss, 61,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 STYX , BC1S CD1 200 STY 7B 3070605 ,Standing loss, 61,Storage volume, 197, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , BC2S CD2 300 ARI 7B 3070617 ,Standing loss, 69,Storage volume, 289, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , BC2S CD2 450 ARI 7B 3070618 ,Standing loss, 80,Storage volume, 447, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chaffoteaux , AS2S CD2 300 CHX 7B 3070614 ,Standing loss, 69,Storage volume, 289, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , BC1S CD1 300 ARI 7B 3070609 ,Standing loss, 70,Storage volume, 295, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , BC2S CD2 200 ARI 7B 3070616 ,Standing loss, 61,Storage volume, 194, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 FLECK , IFP CD1 450 FLE 7B 3070612 ,Standing loss, 81,Storage volume, 454, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 ARISTON , BC1S CD1 450 ARI 7B 3070610 ,Standing loss, 81,Storage volume, 454, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Chaffoteaux , BC1S CD1 300 CHX 7B 3070603 ,Standing loss, 70,Storage volume, 295, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 OSO Hotwater AS ," OC 360 - 3+15 kW/1/3x230V LT + HX 0,7m² Delta ",Standing loss, 54,Storage volume, 224, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vulcano , 7736505099 ,Standing loss, 45,Storage volume, 149, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vulcano , 7736505098 ,Standing loss, 42,Storage volume, 114, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Bosch , 7736505091 ,Standing loss, 48,Storage volume, 114, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Junkers , 7736505100 ,Standing loss, 42,Storage volume, 114, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Bosch , 7736505089 ,Standing loss, 44,Storage volume, 77, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 OSO Hotwater AS ," OGC 360 - 3+15 kW/1/3x230V + HX 1,8m² Delta ",Standing loss, 56,Storage volume, 260, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 OSO Hotwater AS , SI 200 - 3 kW/3x400V / 3kW/1x230V ,Standing loss, 67,Storage volume, 197, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Vulcano , 7736505077 ,Standing loss, 57,Storage volume, 151, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Junkers , 7736505084 ,Standing loss, 70,Storage volume, 191, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736505090 ,Standing loss, 48,Storage volume, 86, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
 Bosch , 7736505094 ,Standing loss, 79,Storage volume, 293, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-Yellow.png
