Type,Title,eclrow2,Content,eclualignitemslgend,eclualignitemslgend5,Image
 Beko , DHS 8312 PA0 ,Weighted Annual Energy Consumption, 297,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Becken , Bdm2741 Hp ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 BECKEN , BDM 2741 ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Beko , DB 7111 PA0 ,Weighted Annual Energy Consumption," 504,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:01,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Beko , DU 8112 PA0 ,Weighted Annual Energy Consumption," 561,3",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:22,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Kunft , Kdm2739 Av ,Weighted Annual Energy Consumption, 510,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 BECKEN , KDM 2739 AV  ,Weighted Annual Energy Consumption, 510,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 Electrolux , EW8H5822GB 916098518 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW8H5842GB 916098520 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW8H658W1 916098443 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW6C4089DD 916098546 ,Weighted Annual Energy Consumption," 560,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Electrolux , EW6C4988DB 916098547 ,Weighted Annual Energy Consumption," 560,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 SMEG , DHT82EIT ,Weighted Annual Energy Consumption, 230,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Hoover , DX H9A2DE-80/ ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , GVSFH9A2TCEX-01/ ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 CANDY , GVS H9A2DBEX-47/ ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FT M22 82Y EU ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 BAUKNECHT , T Advance M11 8X3WK DE ,Weighted Annual Energy Consumption, 175,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 BAUKNECHT , TK AO 8 A+++ ,Weighted Annual Energy Consumption, 175,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , FT M22 9X2Y FR ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CS H9A2DE-47/ ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW8H869D6 916098441 ,Weighted Annual Energy Consumption," 258,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW2H328R3 916098577 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW2H328R2 916098576 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 ELEKTRABREGENZ , TKFN 8410 ,Weighted Annual Energy Consumption," 175,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , FT M22 9X2WSY EU ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTG85239EE ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:31,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FT M11 82Y SP ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Zerowatt , ETD H8A1DE-S/ ,Weighted Annual Energy Consumption, 273,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 ELEKTRABREGENZ , TKFS 83320 7188284690 ,Weighted Annual Energy Consumption," 175,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Candy , CS H10A1LE-S/ ,Weighted Annual Energy Consumption, 369,Programme time of the ‘standard cotton programme at full load’ (T dry), 5:15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Beko , DS8511PAV ,Weighted Annual Energy Consumption," 176,6",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:29,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Amica , ADH 82 LCW ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FT M11 82Y PL ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 BAUKNECHT , T Pure BE M11 72SKY ,Weighted Annual Energy Consumption, 211,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:03,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FTNL M11 82Y ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FT M22 9X2WSY IT ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , DELY8000 ,Weighted Annual Energy Consumption," 560,1",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Amica , ADC 8B LCW ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 WHIRLPOOL , FT M22 9X2Y SP ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FT M22 9X2Y EU ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , DELY9000 ,Weighted Annual Energy Consumption," 616,1",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:41,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 HOTPOINT/ARISTON , TCS 93B GH.9 (FR) ,Weighted Annual Energy Consumption, 616,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:41,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 INDESIT , EDPE 745 A2 ECO IT ,Weighted Annual Energy Consumption," 211,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Zoppas , PDH8334EX 916098597 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Beko , DS7534CSRX ,Weighted Annual Energy Consumption, 158,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 BEKO , DH8612CSRX ,Weighted Annual Energy Consumption," 159,3",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 GRUNDIG , GTN 482617 GCH ,Weighted Annual Energy Consumption," 176,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Beko , DE8635CSDRX0 ,Weighted Annual Energy Consumption, 159,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Beko , DH8644RX ,Weighted Annual Energy Consumption," 158,4",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 BEKO , DS7534CSRX ,Weighted Annual Energy Consumption," 157,9",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Hoover , DX H9A2DCE-80/ ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WT47Y879DN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Beko , DS8412GX ,Weighted Annual Energy Consumption," 234,8",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Beko , MDS8412RX ,Weighted Annual Energy Consumption," 234,8",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Pitsos , WTP600E8 ,Weighted Annual Energy Consumption, 557,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 SMEG , DHT39PLIT ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 STARLIGHT , DPV-815A++ ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CS H8A2LE-47/ ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 GRUNDIG , GTA 38263 G ,Weighted Annual Energy Consumption," 176,4",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Beko , DCU 8230 N ,Weighted Annual Energy Consumption," 561,3",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:22,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Electrolux , EW8H4823SC 916098574 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW8H4845SC 916098575 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW8H4812SC 916098566 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Zanussi , ZDH7333PZ 916098527 ,Weighted Annual Energy Consumption," 276,3",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 WHIRLPOOL , WTD 850B W EU ,Weighted Annual Energy Consumption," 560,1",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 WHIRLPOOL , WTD 950B BK EU ,Weighted Annual Energy Consumption," 616,1",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:41,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 HOOVER , HL H8A2DE-S/ ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , GGVS H9A2TCE-84/ ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 HOTPOINT/ARISTON , NT M11 82SKY EU ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Hoover , HLP H8A2TBEX-01/ ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Beko , DE8634RX0 ,Weighted Annual Energy Consumption," 175,8",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 SUNFEEL , SC820DP ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:54,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FT M22 9X2 UK ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:31,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FTBE M10 72 ,Weighted Annual Energy Consumption, 211,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:00,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 BUSH , TD3CNBW ,Weighted Annual Energy Consumption, 243,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:00,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 AEG , T8DB66584 916098596 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 AEG , T8DBA2 916098554 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW7H4802SC 916098565 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zanussi , ZDH8333PZ1 916098523 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Electrolux , EW7H4801SC 916098573 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zanussi , ZDH8300NW 916098571 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zanussi , ZP8340DH 916098508 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zanussi , ZDH8333PZ1 916098557 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Electrolux , EDH3684PDW 916098578 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zanussi , ZP8341DH 916098569 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zanussi , ZDH7300NW 916098570 ,Weighted Annual Energy Consumption," 276,3",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zanussi , ZDH8345NW 916098572 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Faure , FDH8334PZ 916098580 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Hoover , DX H9A2TCE-80/ ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Logik , LHP8W18 ,Weighted Annual Energy Consumption, 240,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:49,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FTBE M11 8X2Y ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Hoover , DX H8A2TCEX-S/ ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FT M10 71Y EU ,Weighted Annual Energy Consumption, 277,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Bosch , WTW87461GR ,Weighted Annual Energy Consumption, 233,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW85469GR ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW8M549SN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 HOOVER , ATD HY10A2TKEX-S ,Weighted Annual Energy Consumption, 282,Programme time of the ‘standard cotton programme at full load’ (T dry), 5:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 CANDY , GSV C10DSGX-07 ,Weighted Annual Energy Consumption, 670,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Candy , GVS H9A2DCEB-80/ ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 John Lewis , JLTDH24 88940205 ,Weighted Annual Energy Consumption," 308,2",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 CANDY , GVSFH8A3TCEX-S ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T9DE77685 916098529 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T9DB67689 916098530 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , FT M11 82Y DE ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FTNL M11 72Y ,Weighted Annual Energy Consumption, 211,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:03,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Zanussi , ZP7330DH 916098507 ,Weighted Annual Energy Consumption," 276,3",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zanussi , ZDH7312PZ 916098511 ,Weighted Annual Energy Consumption," 276,3",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Zanussi , ZDH7332PZ1 916098524 ,Weighted Annual Energy Consumption," 276,3",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 CANDY , CS H9A2DE-S/ ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 CANDY , CS H7A2LE-S/ ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:22,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Beko , DS8433GX0 ,Weighted Annual Energy Consumption," 234,8",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 HOOVER , ATD H8A2TKEX-84 ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 CANDY , CS C10DBGX-07 ,Weighted Annual Energy Consumption, 670,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:15,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 WHIRLPOOL , FT M22 9X2 FR ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:31,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Balay , 3SB976B ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:13,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 HOTPOINT , NT M11 92XB UK ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:31,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTR8528PSN ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Amica , TADE 82 LCS ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTW85M49SN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Amica , EMADP 82 LCW ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 HOTPOINT/ARISTON , NT M11 91WK EU ,Weighted Annual Energy Consumption, 339,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 HOTPOINT/ARISTON , NT M11 91WK IT ,Weighted Annual Energy Consumption, 339,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
